dataset,lineage_ID,window_sizes,y_to_regress,best_fit_line,variable,kind
Trace,1.0,[ 5  7  9 11],"[0.3221484665738299, 0.5715172052949211, 0.7076969595710518, 0.7749287934143649]",[0.34869942 0.50859432 0.67422552 0.8444357 ],$r$,dfa (short)
Shuffled,1.0,[ 5  7  9 11],"[0.45992565982967437, 0.490788118546147, 0.610682440010917, 0.6897227619309367]",[0.44180351 0.52875244 0.6046843  0.67307186],$r$,dfa (short)
Trace,2.0,[ 5  7  9 11],"[0.5108262196239329, 0.5335288521832333, 0.6039054144915912, 0.6589829814167113]",[0.49827963 0.55677493 0.60490282 0.64630245],$r$,dfa (short)
Shuffled,2.0,[ 5  7  9 11],"[0.4196336982830255, 0.548490461337833, 0.6841029516209869, 0.7264454790208708]",[0.42658336 0.54420847 0.652769   0.75480574],$r$,dfa (short)
Trace,3.0,[ 5  7  9 11 13],"[0.46191108010988224, 0.5227560317742531, 0.561187676983554, 0.6450200325371456, 0.7162050022273435]",[0.45188689 0.52575504 0.58870202 0.64433359 0.69463495],$r$,dfa (short)
Shuffled,3.0,[ 5  7  9 11 13],"[0.4154602243691434, 0.5324353887011142, 0.6557875581346087, 0.7093164026882876, 0.8279762120146574]",[0.41886091 0.53147534 0.6349266  0.73181076 0.82364893],$r$,dfa (short)
Trace,4.0,[ 5  7  9 11 13],"[0.5237551031268267, 0.6106181215041914, 0.6859832610187939, 0.7168840930698478, 0.7952810999663041]",[0.52667975 0.60711031 0.67509925 0.7348146  0.78853585],$r$,dfa (short)
Shuffled,4.0,[ 5  7  9 11 13],"[0.42262234591860987, 0.6464076406745392, 0.6751774154927519, 0.7293143093435507, 0.7890731432763625]",[0.46257452 0.56683157 0.65975928 0.74478474 0.82386648],$r$,dfa (short)
Trace,5.0,[5 7 9],"[0.5712387584479843, 0.6095327232845166, 0.6621946248643864]",[0.56806323 0.61753184 0.65727076],$r$,dfa (short)
Shuffled,5.0,[5 7 9],"[0.4138696203553017, 0.47267856380308615, 0.48523746280156643]",[0.41879518 0.45977844 0.49298477],$r$,dfa (short)
Trace,6.0,[5 7 9],"[0.4288492996661762, 0.6293331009245342, 0.5957352368295014]",[0.45323709 0.55296759 0.64152479],$r$,dfa (short)
Shuffled,6.0,[5 7 9],"[0.3757996054107013, 0.6051412785407523, 0.6490002028957605]",[0.39361586 0.54301003 0.69052196],$r$,dfa (short)
Trace,7.0,[ 5  7  9 11 13],"[0.4052995761753471, 0.5510175535157644, 0.6678265038642167, 0.6598489333109996, 0.6896951469936978]",[0.43468168 0.52358193 0.60165136 0.67226676 0.73733423],$r$,dfa (short)
Shuffled,7.0,[ 5  7  9 11 13],"[0.4490124340415524, 0.5392512576471229, 0.6858921798181712, 0.7679159676533421, 0.822200683682792]",[0.44665715 0.55868279 0.66032571 0.75460995 0.84328931],$r$,dfa (short)
