 	0	5.063998598	3.21484375	51148.67558	164435
	0.05	2.480793046	1.5390625	47204.06091	72650
	0.1	2.635264279	1.9140625	44991.21633	86116
	0.15	2.818249648	2.125	38657.41176	82147
	0.2	3.153232496	2.2421875	46195.5122	103579
	0.25	3.321061594	2.39453125	44170.64927	105768
	0.3	3.426405939	2.60546875	40023.12444	104279
	0.35	3.925058836	2.8828125	42409.9729	122260
	0.4	4.251768291	3.06640625	41524.83057	127332
	0.45	4.915828902	3.26953125	44352.8411	145013
	0.5	5.493723291	3.80078125	37819.85612	143745
	0.55	2.869784383	2.06640625	42725.38374	88288
	0.6	2.813594914	2.01953125	37839.47389	76418
	0.65	3.312657964	2.3359375	41628.68227	97242
	0.7	3.538967714	2.62109375	32576.09538	85385
	0.75	4.158054947	2.953125	40429.71429	119394
	0.8	4.398709269	3.19140625	39189.9339	125071
	0.85	5.069712592	3.7734375	36672.66253	138382
	0.9	5.72966842	3.98828125	39275.81587	156643
	0.95	2.826841895	2.09765625	34425.56425	72213
	1	3.073055148	2.07421875	38614.53861	80095
	1.05	3.608160827	2.54296875	35006.72197	89021
	1.1	3.838242259	2.76953125	33445.73202	92629
	1.15	4.559977524	3.13671875	32668.2142	102471
	1.2	5.289338392	3.37109375	37576.52839	126674
	1.25	2.605356365	1.75390625	35030.94878	61441
	1.3	2.623985533	1.83984375	32771.26115	60294
	1.35	3.267255918	2.30078125	33416.47538	76884
	1.4	3.517650444	2.4296875	34843.98714	84660
	1.45	3.873316769	2.609375	35407.71257	92392
	1.5	4.257167046	2.84765625	38888.47188	110741
	1.55	4.657476558	3.29296875	34115.41637	112341
	1.6	2.45634991	1.6796875	39532.94884	66403
	1.65	2.557326768	1.80859375	38501.18359	69633
	1.7	2.899591189	2.07421875	41308.08286	85682
	1.75	3.158784081	2.265625	39064.71724	88506
	1.8	3.398168584	2.4375	34740.10256	84679
	1.85	4.098877236	2.83203125	40137.26897	113670
	1.9	4.25351315	3.00390625	35743.45904	107370
	1.95	4.912899601	3.62890625	33127.33692	120216
	2	5.644871694	3.5859375	44623.47712	160017
	2.05	2.484492312	1.80859375	38115.24838	68935
	2.1	3.194567526	2.1484375	43830.92364	94168
	2.15	3.133905371	2.53125	34235.65432	86659
	2.2	3.733454801	2.5859375	44057.13595	113929
	2.25	3.862291377	2.71484375	41090.0259	111553
	2.3	4.506739314	3.29296875	35100.24199	115584
	2.35	5.428952015	3.56640625	40700.63527	145155
	2.4	2.541723691	1.8828125	34314.09129	64607
	2.45	3.10674136	2.078125	39428.33083	81937
	2.5	3.339918003	2.359375	30333.45695	71568
	2.55	3.868980811	2.5390625	37982.52308	96440
	2.6	4.31539926	2.9765625	34773.66929	103506
	2.65	5.000434095	3.25	34883.07692	113370
	2.7	5.57021672	3.70703125	29158.91254	108093
	2.75	2.913846814	2.0234375	31645.65251	64033
	2.8	3.363216656	2.37890625	27288.59113	64917
	2.85	3.732618391	2.6015625	27518.46246	71591
	2.9	4.235758563	2.7734375	30623.36901	84932
	2.95	4.790859934	3.11328125	29071.57842	90508
	3	5.229077162	3.36328125	28515.01045	95904
	3.05	6.303229441	3.74609375	29776.61731	111546
	3.1	2.987636755	2.05078125	22612.3581	46373
	3.15	3.396909327	2.27734375	30057.38593	68451
	3.2	3.746170872	2.68359375	26470.84716	71037
	3.25	4.399094199	3.09765625	27159.5662	84131
	3.3	4.778964211	3.38671875	30709.07497	104003
	3.35	5.401613149	3.84765625	30959.88629	119123
	3.4	6.304206589	3.98828125	36823.63173	146863
	3.45	3.10933364	2.10546875	37362.7013	78666
	3.5	3.362979993	2.2734375	37599.01031	85479
	3.55	3.65391623	2.52734375	38394.85626	97037
	3.6	3.902148143	2.9296875	34081.792	99849
	3.65	4.524992495	3.390625	34341.16129	116438
	3.7	5.324848798	3.41796875	41773.93371	142782
	3.75	2.696420448	1.8515625	38017.08017	70391
	3.8	3.005411256	2.2421875	35017.14286	78515
	3.85	3.3392267	2.51171875	34297.62986	86146
	3.9	3.603428686	2.54296875	39344.95853	100053
	3.95	4.087573693	2.99609375	35876.71447	107490
	4	4.838703947	3.15234375	35600.17844	112224
	4.05	2.493515572	1.73828125	37772.36854	65659
	4.1	2.870852159	2.0234375	34991.93822	70804
	4.15	3.276299907	2.18359375	34249.50268	74787
	4.2	3.859815629	2.58203125	31434.16641	81164
	4.25	3.888847633	2.65625	29959.15294	79579
	4.3	4.565813276	3.296875	27042.5782	89156
	4.35	2.280278027	1.57421875	28320.0794	44582
	4.4	2.635457686	1.74609375	29651.32886	51774
	4.45	3.0074704	2.01171875	32022.86602	64421
	4.5	3.340455519	2.2890625	30502.88055	69823
	4.55	3.713340725	2.49609375	29594.241	73870
	4.6	4.200446583	2.88671875	28791.16644	83112
	4.65	4.830072827	3.23828125	28192.73341	91296
	4.7	5.432107886	3.5390625	28651.37307	101399
	4.75	2.531282716	1.76953125	27420.25607	48521
	4.8	2.877737857	1.9453125	27234.6988	52980
	4.85	3.181213049	2.12109375	32602.51934	69153
	4.9	3.520928417	2.34765625	34568.51913	81155
	4.95	3.568910584	2.54296875	30805.72657	78338
	5	3.979541721	2.89453125	30837.46289	89260
	5.05	4.680962617	3.16015625	32776.22744	103578
	5.1	2.146353226	1.60546875	31678.59854	50859
	5.15	2.351349916	1.6796875	31002.19535	52074
	5.2	3.131025964	2.08203125	33448.10507	69640
	5.25	3.254195322	2.35546875	29900.20564	70429
	5.3	3.740814761	2.58984375	32941.36953	85313
	5.35	4.133059234	2.90234375	27498.46568	79810
