time division length width area intensity CMx CMy
0 0 72.0969 15.3543 1107 116.767 1106.73 485.978
1 0 72.0507 14.6841 1058 118.835 1105.96 484.669
2 0 74.0433 14.5726 1079 117.168 1105.86 484.059
3 0 77.1111 14.9654 1154 113.51 1105.62 483.714
4 0 80.0462 15.0163 1202 112.177 1105.56 482.82
5 0 83.2568 15.1339 1260 110.07 1105.91 481.973
6 0 83.0427 14.7394 1224 111.562 1107.11 480.775
7 0 88.0181 15.2582 1343 107.267 1107.11 480.06
8 0 89.0866 14.716 1311 108.933 1106.81 478.779
9 1 46.029 12.3835 570 109.551 1106.12 499.796
10 0 47.0398 13.478 634 107.379 1106.27 499.776
11 0 49.0153 13.9956 686 106.733 1105.29 498.15
12 0 53.032 14.7269 781 103.634 1105.9 497.389
13 0 54.0697 14.6848 794 104.821 1105.32 496.136
14 0 55.0212 14.6307 805 106.524 1105.25 496.431
15 0 55.0212 14.6125 804 153.682 1105.26 496.454
16 0 58.0227 14.9597 868 104.24 1105.31 495.27
17 0 59.0535 14.6477 865 104.017 1105.2 494.562
18 0 62.0188 15.1728 941 102.053 1105.02 493.915
19 0 64.0309 14.899 954 103.569 1105.25 492.913
20 0 66.0202 15.1317 999 104.014 1104.67 492.098
21 0 66.012 14.7852 976 108.575 1104.63 491.438
22 0 70.0409 15.1197 1059 106.366 1103.64 490.117
23 0 72.05 15.2672 1100 106.442 1103.91 488.823
24 0 73.0233 15.2828 1116 106.039 1104.38 489.067
25 0 76.0816 15.0496 1145 105.625 1104.12 487.99
26 0 77.0621 14.9749 1154 106.062 1104.61 487.198
27 0 81.0836 15.6875 1272 103.913 1104.62 484.819
28 0 84.046 14.9799 1259 105.026 1104.07 484.464
29 0 86.0475 14.9336 1285 104.271 1104.82 483.198
30 0 89.067 15.0224 1338 104.345 1104.02 481.956
31 0 90.0386 14.9047 1342 104.736 1104.29 480.915
32 0 94.0878 14.4546 1360 103.968 1103.18 479.952
33 0 96.0978 14.8286 1425 101.479 1103.29 477.408
34 0 99.0771 14.7562 1462 100.834 1103.23 476.428
35 0 103.062 14.2245 1466 103.134 1103.36 475.55
36 1 57.0828 12.1403 693 101.672 1103.63 498.512
37 0 59.047 13.0405 770 98.4403 1103.35 495.721
38 0 61.1058 13.3375 815 99.5767 1102.93 493.342
39 0 63.0356 13.3575 842 102.749 1103.64 491.262
40 0 65.0576 13.4343 874 102.251 1103.66 490.375
41 0 69.0353 13.4424 928 100.918 1103.51 489.293
42 0 70.0253 13.2095 925 102.504 1103.71 489.084
43 0 71.0628 12.9885 923 102.16 1102.67 486.084
44 0 76.0643 12.8444 977 99.9744 1103.22 484.514
45 0 77.0424 13.3433 1028 98.5107 1103.02 483.049
46 0 79.0746 13.5315 1070 97.7561 1103.68 482.541
47 0 82.0361 13.6038 1116 96.1425 1102.79 481.764
48 0 84.0553 13.2532 1114 98.2298 1103.24 479.257
49 0 84.1337 12.8961 1085 99.7991 1102.97 477.5
50 0 88.0793 13.2154 1164 98.1589 1103.66 478.667
51 0 90.0238 12.9632 1167 98.9314 1103.52 476.816
52 0 94.1475 12.8309 1208 98.8253 1102.96 471.999
53 0 99.121 13.2767 1316 97.4286 1102.07 470.862
54 0 101.052 12.8449 1298 99.2096 1102.85 469.953
55 0 104.137 12.6852 1321 100.022 1102.95 466.266
56 0 107.059 12.339 1321 99.9107 1103.98 464.597
57 0 112.046 12.7002 1423 98.6472 1103.08 462.048
58 1 55.0517 9.80897 540 95.1944 1103.26 491.435
59 0 59.1657 11.0199 652 94.4693 1102.47 489.571
60 0 59.1248 10.926 646 96.5 1103.84 488.099
61 0 62.087 10.8235 672 96.0476 1103.8 488.198
62 0 66.0377 10.5849 699 95.7382 1102.95 487.006
63 0 67.0245 9.95159 667 97.2519 1102.64 482.998
64 0 68.0446 9.87588 672 97.9896 1102.76 481.719
65 0 69.0577 9.18073 634 100.368 1103.17 479.123
66 0 70.0993 9.50081 666 100.523 1102.77 478.64
67 0 75.114 10.0248 753 99.2204 1102.28 477.47
68 0 81.108 12.6128 1023 92.697 1102.67 482.461
69 0 86.0722 12.6405 1088 90.0938 1103.17 482.093
70 0 89.1129 13.1855 1175 89.3813 1102.6 480.73
71 0 90.0738 12.0901 1089 91.2571 1103.59 479.555
72 0 94.1672 12.9451 1219 89.1001 1102.94 477.437
73 0 97.116 12.6447 1228 90.2647 1103.29 475.103
74 0 100.059 12.4926 1250 90.568 1103.09 474.085
75 0 102.129 12.5821 1285 90.2327 1103.4 473.78
76 0 107.168 12.8396 1376 90.1475 1102.73 471.525
77 0 111.107 12.6905 1410 92.5234 1103.07 468.526
78 0 115.16 12.7735 1471 91.3222 1103.18 467.732
79 1 65.0571 10.9289 711 88.1519 1103.57 493.91
80 0 66.1351 11.7789 779 87.208 1103.82 492.922
81 0 68.1018 12.0261 819 87.4945 1103.6 491.535
82 0 71.1875 12.4039 883 86.1665 1103.54 489.238
83 0 72.0519 12.1857 878 87.7244 1104.02 486.666
84 0 76.1182 11.9288 908 88.2896 1104.1 487.433
85 0 78.067 12.4508 972 88.6831 1103.66 485.823
