dataset,lineage_ID,window_sizes,y_to_regress,best_fit_line,variable,kind
Trace,1.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61 65 69 73],"[0.4802403378967232, 0.6291742673313051, 0.7163373581850077, 0.7679261318391827, 0.8036743555892275, 0.8493111202010817, 0.8775474373150071, 0.9016133826915427, 0.932054595687761, 0.9487373816861787, 0.9648465074074708, 0.9848207259024239, 0.9980160622658335, 1.011291977514198, 1.0273706598536188, 1.0379027938190333, 1.0483232781635567, 1.0614363828282392]","[0.53034471 0.62205895 0.68733675 0.73924038 0.78286956 0.82080074
 0.8545347  0.88502979 0.9129388  0.93872831 0.96274449 0.98525188
 1.00645765 1.02652735 1.04559554 1.06377324 1.08115321 1.09781381]",$r$,dfa (short)
Shuffled,1.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61 65 69 73],"[0.43719730644829524, 0.6881875030406855, 0.8809287911877136, 1.0529236076323845, 1.1761801842373933, 1.3020296911319988, 1.4056461509824836, 1.478755558179216, 1.552136119569625, 1.6068847194077813, 1.6466846807656321, 1.6864810973711395, 1.7129766142981122, 1.7376181335272023, 1.771152479675385, 1.8027090506111727, 1.8350785628877428, 1.8672092998177956]","[0.52414893 0.70725957 0.853072   0.978079   1.08931506 1.19056151
 1.28413013 1.37155716 1.45392518 1.53203123 1.60648237 1.67775363
 1.74622508 1.81220647 1.87595421 1.93768341 1.99757667 2.05579054]",$r$,dfa (short)
Trace,2.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61 65 69 73 77 81],"[0.41233062822080035, 0.5798719828944083, 0.6823444518059886, 0.7490783835361527, 0.7954198847273901, 0.8500527255452959, 0.8977536468583012, 0.9436168665107562, 0.9976420224919091, 1.0496854999373562, 1.0989783327574452, 1.1523044782070568, 1.2039498147755139, 1.2520780203979185, 1.3010206315009691, 1.3489329859140644, 1.3934694218533066, 1.434654370389362, 1.4618393574254627, 1.4821110347570259]","[0.42447986 0.55109676 0.64886397 0.73096355 0.80288338 0.8675236
 0.92663386 0.98136415 1.03251736 1.08067979 1.12629477 1.16970699
 1.21119059 1.25096777 1.28922159 1.32610487 1.36174679 1.39625766
 1.42973255 1.46225406]",$r$,dfa (short)
Shuffled,2.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61 65 69 73 77 81],"[0.3854592993578266, 0.6157817218282686, 0.7729832520979228, 0.8985444197279345, 1.017431655664283, 1.1444106061446186, 1.2764781088756363, 1.4075824654400944, 1.5458027112099213, 1.6827946196858177, 1.8108514342896427, 1.9336195412368409, 2.049744457464524, 2.157874088869341, 2.2679330344484403, 2.385352501778317, 2.4967894702070885, 2.606665902246988, 2.7182668442783844, 2.8246945194922652]","[0.3818698  0.5795357  0.75234773 0.91012637 1.05737833 1.19665455
 1.32957893 1.45726711 1.58052799 1.69997203 1.81607456 1.92921495
 2.03970226 2.14779253 2.25370097 2.35761073 2.45967929 2.56004338
 2.65882269 2.75612273]",$r$,dfa (short)
Trace,3.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61 65 69 73 77 81],"[0.39093727920924287, 0.609489435764794, 0.7045213140817735, 0.7506934375837321, 0.7999680158483605, 0.8231784921081982, 0.8453467180960639, 0.8773424638088094, 0.9009548693935038, 0.9291988301871149, 0.9623205452621492, 0.9909151200883921, 1.0212229761481721, 1.051834467011341, 1.079153286922117, 1.106922232296706, 1.1334789288337606, 1.1565983473793255, 1.178703842530167, 1.2006347989557287]","[0.46218354 0.56547704 0.64153249 0.70339496 0.75629565 0.80292739
 0.84488184 0.88318765 0.9185527  0.9514875  0.98237381 1.01150545
 1.03911403 1.0653857  1.09047263 1.11450099 1.1375767  1.15978963
 1.18121679 1.20192475]",$r$,dfa (short)
Shuffled,3.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61 65 69 73 77 81],"[0.4084539622570382, 0.6276130004080415, 0.7652433578729604, 0.8315666660053315, 0.8633840868336736, 0.887472208811595, 0.9037667110441099, 0.9222653348673666, 0.9522131200028474, 0.9833802029704495, 1.0071729472541977, 1.0325318824188316, 1.0581727802382632, 1.0829768414777579, 1.09334173232885, 1.101714040208613, 1.1080124315053677, 1.110237465588343, 1.1118365279342397, 1.1145612959799076]","[0.51386603 0.61438787 0.68704528 0.74541552 0.79486429 0.83812556
 0.87680245 0.91192428 0.94419543 0.97412143 1.00207864 1.02835566
 1.05317914 1.07673068 1.09915828 1.12058429 1.1411112  1.16082572
 1.17980202 1.19810403]",$r$,dfa (short)
Trace,4.0,[ 5  9 13 17],"[0.26637900044504864, 0.4821983488754669, 0.5901273977071476, 0.7109937975995287]",[0.2777637  0.44353526 0.59440834 0.73595077],$r$,dfa (short)
Shuffled,4.0,[ 5  9 13 17],"[0.4138764172409874, 0.5748292762366011, 0.6540205808550937, 0.7691231793620383]",[0.41781832 0.55869655 0.67007079 0.76509035],$r$,dfa (short)
Trace,5.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61 65 69 73 77],"[0.4119307811863582, 0.5615086453393069, 0.6978252149920479, 0.7641392134059294, 0.8003046483873555, 0.8503593521284647, 0.8839809051391039, 0.9078663561153841, 0.953118495494383, 0.982482234977417, 1.0044094089478957, 1.036700103065497, 1.056533495380341, 1.0678654482572607, 1.0895892887725858, 1.106703740982248, 1.1169634625936238, 1.1316235006367648, 1.130055997540883]","[0.46835198 0.57320582 0.65042981 0.71325346 0.76698302 0.81435033
 0.85697027 0.8958866  0.93181766 0.96528154 0.99666567 1.02626828
 1.05432444 1.08102311 1.10651875 1.13093943 1.15439269 1.17696976
 1.19874883]",$r$,dfa (short)
Shuffled,5.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61 65 69 73 77],"[0.3917804626135053, 0.6401097303939193, 0.8513614994703814, 1.0090307269106715, 1.1387600380000191, 1.209340297469051, 1.252150323013009, 1.3007266001918316, 1.346501861870132, 1.383309721868779, 1.419409857502478, 1.453394352415526, 1.483024731926238, 1.507688641965058, 1.5260370348043442, 1.5460662762265354, 1.5709758806286063, 1.5920415016833294, 1.6104005972419735]","[0.51063633 0.66820113 0.7906341  0.89388292 0.98461983 1.06638314
 1.14131336 1.21082053 1.27589095 1.33724609 1.39543228 1.45087484
 1.50391249 1.55482005 1.60382414 1.65111417 1.69685038 1.74116968
 1.7841902 ]",$r$,dfa (short)
