0,2.0589
0.05,2.1049
0.1,2.1652
0.15,2.1795
0.2,2.2893
0.25,2.3135
0.3,2.378
0.35,2.431
0.4,2.5135
0.45,2.5833
0.5,2.6349
0.55,2.6578
0.6,2.6541
0.65,2.7949
0.7,2.9227
0.75,2.8687
0.8,2.9726
0.85,2.9412
0.9,3.2521
0.95,3.1313
1,3.3887
1.05,3.4195
1.1,3.6499
1.15,3.8718
1.2,3.934
1.25,3.682
1.3,4.2042
1.35,3.844
1.4,4.3013
1.45,4.698
1.5,2.4919
1.55,2.6006
1.6,2.6374
1.65,2.6625
1.7,2.8836
1.75,2.9088
1.8,3.1015
1.85,3.1662
1.9,3.2644
1.95,3.5236
2,3.6872
2.05,3.7964
2.1,4.1294
2.15,4.541
2.2,4.7444
2.1,2.0729
2.15,2.1951
2.2,2.292
2.25,2.4204
2.3,2.5253
2.35,2.7442
2.4,2.8283
2.45,2.9401
2.5,3.0685
2.55,3.2567
2.6,3.3981
2.65,3.4583
2.7,3.7351
2.75,3.8565
2.8,3.96
2.85,4.2858
2.75,1.9435
2.8,2.134
2.85,2.1758
2.9,2.5159
2.95,2.5154
3,2.528
3.05,2.7455
3.15,2.9554
3.2,3.1388
3.25,3.1293
3.3,3.5412
3.35,3.7345
3.4,3.9361
3.45,4.2939
3.5,4.501
3.55,4.7181
3.6,5.1525
3.75,2.0946
3.85,2.1222
3.9,2.2976
3.95,2.2604
4,2.4659
4.05,2.5118
4.1,2.7225
4.15,2.8323
4.2,3.0212
4.4,1.9391
4.45,1.8531
4.5,1.7485
4.55,1.963
4.6,2.0657
4.65,2.0703
4.7,2.0873
4.75,2.1488
4.8,2.3587
4.85,2.4041
4.9,2.3842
4.95,2.6091
5,2.7626
5.05,2.9109
5.1,2.9999
5.15,3.227
5.2,3.2833
5.25,3.4696
5.3,3.751
5.35,4.0801
5.55,2.9244
5.6,2.9131
5.65,3.1924
5.7,3.1532
5.75,3.4258
5.8,3.6562
5.85,3.6786
5.9,3.9546
5.95,4.1517
6,4.3171
6.05,4.4085
6.1,4.6764
6.15,4.8081
6.2,5.0362
6.25,5.23
6.3,5.6306
6.35,2.7005
6.4,2.8282
6.45,2.6748
6.5,2.6247
6.55,2.803
6.6,3.0274
6.65,2.929
6.7,3.1468
6.75,3.3308
6.8,3.4885
6.85,3.643
6.9,3.8076
6.95,4.0242
7,4.3943
7.05,4.7523
7.1,4.8289
7.15,5.1196
7.05,2.5413
7.1,2.5506
7.15,2.7065
7.2,2.7936
7.25,2.9661
7.3,3.0301
7.35,3.0494
7.4,3.2939
7.45,3.2075
7.5,3.3397
7.55,3.5977
7.6,3.7797
7.65,3.947
7.7,4.1635
7.75,4.3359
7.85,2.4699
7.9,2.4556
7.95,2.6063
8,2.7497
8.05,2.8479
8.1,3.0411
8.15,3.0421
8.2,3.1785
8.25,3.3824
8.3,3.4684
8.35,3.6593
8.4,3.7841
8.45,3.9096
8.5,4.16
8.55,4.3701
8.6,4.7578
8.65,5.1051
8.7,5.2925
8.7,2.4631
8.75,2.5953
8.8,2.666
8.85,2.8106
8.9,2.9907
8.95,3.126
9,3.1209
9.05,3.6956
9.1,3.7695
9.15,4.0995
9.2,4.2136
9.1,1.9228
9.15,1.8976
9.2,2.07
9.25,2.1629
9.3,2.2254
9.35,2.3183
9.4,2.471
9.45,2.482
9.5,2.607
9.55,2.6786
9.6,2.9256
9.65,3.1498
9.7,3.0589
9.75,3.318
9.8,3.5475
9.85,3.8651
9.9,4.0489
9.95,3.9133
10,4.0773
10.05,4.066
10.1,4.2826
10.15,4.5544
10.2,4.8784
10.25,5.0172
10.3,5.2567
10.35,5.5569
10.4,5.9116
10.45,6.0919
10.5,6.4274
10.55,6.7988
10.6,7.105
10.65,7.237
10.7,7.7367
10,1.8616
10.05,1.8387
10.1,1.767
10.15,1.9714
10.2,2.1713
10.25,2.2196
10.3,2.3611
10.35,2.4365
10.4,2.5345
10.45,2.2944
10.5,2.4716
10.55,2.6457
10.6,2.8051
10.65,2.7682
10.7,3.0281
10.75,3.1743
10.8,3.6648
10.75,1.7055
10.9,1.7085
10.95,1.8773
11,2.0254
11.05,2.092
11.1,2.2995
11.15,2.4977
11.2,2.7065
11.25,2.91
11.3,3.0197
11.35,3.0051
11.4,3.3431
11.45,3.5835
11.5,3.6607
11.55,3.9083
11.6,3.9044
11.65,4.0897
11.7,4.4609
11.75,4.7112
11.8,4.945
11.7,2.3821
11.75,2.5067
11.8,2.4479
11.85,2.6745
11.9,2.5917
11.95,2.6713
12,2.8139
12.05,2.9238
12.1,3.0014
12.15,3.26
12.2,3.5113
12.25,3.538
12.3,3.7945
12.35,3.9752
12.4,4.3335
12.45,4.6024
12.5,4.9286
12.55,5.1843
12.6,5.3621
