distance,correlations,dataset
0.0,-0.071269959120187,physical units
1.0,0.07279780875409947,physical units
2.0,0.04965484641088795,physical units
3.0,0.011927540092048189,physical units
4.0,-0.003940132327232778,physical units
5.0,-0.016199499811580875,physical units
6.0,-0.019177762985983466,physical units
7.0,0.014661724998047524,physical units
8.0,0.016684399370387317,physical units
9.0,-0.005072131360735825,physical units
10.0,-0.0174490005847793,physical units
11.0,-0.02161326956550574,physical units
12.0,-0.02224923311245015,physical units
13.0,-0.005998802499056887,physical units
14.0,-0.014471064104493959,physical units
15.0,-0.0080993675652834,physical units
0.0,-0.07285927485983343,trace centered
1.0,0.10938347407464116,trace centered
2.0,0.07716901583176061,trace centered
3.0,0.026113745963117982,trace centered
4.0,0.0038262283945972387,trace centered
5.0,-0.01475311519841592,trace centered
6.0,-0.01503324836626339,trace centered
7.0,0.024728697319337502,trace centered
8.0,0.0232665039009161,trace centered
9.0,-0.004685613614003595,trace centered
10.0,-0.017356320317847944,trace centered
11.0,-0.024038109869695234,trace centered
12.0,-0.028884325296196528,trace centered
13.0,-0.008293117005114627,trace centered
14.0,-0.019231688617027443,trace centered
15.0,-0.010947171855751132,trace centered
