distance,correlations,dataset
0.0,0.9999999999999998,physical units
1.0,0.5803337932796647,physical units
2.0,0.40492814673285105,physical units
3.0,0.31004224928182045,physical units
4.0,0.2763038534571375,physical units
5.0,0.24673094959761385,physical units
6.0,0.23408874870322957,physical units
7.0,0.22061026456404936,physical units
8.0,0.21595863907466756,physical units
9.0,0.19605213233675128,physical units
10.0,0.21079372531112364,physical units
11.0,0.20569516444850353,physical units
12.0,0.20954190621068608,physical units
13.0,0.19747007330664684,physical units
14.0,0.1998810141899869,physical units
15.0,0.21019652181062615,physical units
0.0,0.9999999999999998,trace centered
1.0,0.40213400795573373,trace centered
2.0,0.15019429793158273,trace centered
3.0,0.014281135718339853,trace centered
4.0,-0.028853830857202774,trace centered
5.0,-0.0667256686973112,trace centered
6.0,-0.0785805479998033,trace centered
7.0,-0.09261666842786624,trace centered
8.0,-0.09329643907711081,trace centered
9.0,-0.11353307707512202,trace centered
10.0,-0.08926053178292168,trace centered
11.0,-0.09288916629968891,trace centered
12.0,-0.0846735267649168,trace centered
13.0,-0.09854944455059131,trace centered
14.0,-0.091441784706222,trace centered
15.0,-0.07309384959511762,trace centered
