distance,correlations,dataset
0.0,1.0,physical units
1.0,0.5825808293996098,physical units
2.0,0.4799975471932584,physical units
3.0,0.4292358589062912,physical units
4.0,0.38689183331444765,physical units
5.0,0.37426254785509633,physical units
6.0,0.3486034162434713,physical units
7.0,0.3326065738998957,physical units
8.0,0.3176493626608303,physical units
9.0,0.30494157376560427,physical units
10.0,0.3183535371260787,physical units
11.0,0.3143050939645551,physical units
12.0,0.3165434992555192,physical units
13.0,0.29772833454401487,physical units
14.0,0.29135069753437065,physical units
15.0,0.31705762136477295,physical units
0.0,1.0,trace centered
1.0,0.2999028591512339,trace centered
2.0,0.12872659759423305,trace centered
3.0,0.047184175294579495,trace centered
4.0,-0.019791450250085614,trace centered
5.0,-0.03646056676761204,trace centered
6.0,-0.07454819348125227,trace centered
7.0,-0.09358354029844135,trace centered
8.0,-0.10984732573519111,trace centered
9.0,-0.12690083816223444,trace centered
10.0,-0.09904875544673648,trace centered
11.0,-0.10162679031556254,trace centered
12.0,-0.09348296459757521,trace centered
13.0,-0.11544603306404135,trace centered
14.0,-0.1111528730463893,trace centered
15.0,-0.06917614187965526,trace centered
