distance,correlations,dataset
0.0,0.9999999999999996,physical units
1.0,-0.13486941242730882,physical units
2.0,-0.050672471141906636,physical units
3.0,-0.033407483714177004,physical units
4.0,0.017225398290351315,physical units
5.0,0.0017938052612577766,physical units
6.0,0.011475226869765284,physical units
7.0,0.01553156507737364,physical units
8.0,0.02498036550862711,physical units
9.0,0.005050414401585496,physical units
10.0,0.020345925016875467,physical units
11.0,0.024530782414068197,physical units
12.0,0.029211876111823562,physical units
13.0,-0.006912898301993858,physical units
14.0,-0.010864789413433187,physical units
15.0,0.034525338532359694,physical units
0.0,0.9999999999999998,trace centered
1.0,-0.17254946213585903,trace centered
2.0,-0.08554025978896135,trace centered
3.0,-0.06802490358771568,trace centered
4.0,-0.015158943815544506,trace centered
5.0,-0.03001471968663594,trace centered
6.0,-0.021095099639140205,trace centered
7.0,-0.016996615923800144,trace centered
8.0,-0.008920623941827676,trace centered
9.0,-0.02872139395455391,trace centered
10.0,-0.012810134489151564,trace centered
11.0,-0.007778492044630734,trace centered
12.0,-0.002609079320726396,trace centered
13.0,-0.039727812013695143,trace centered
14.0,-0.044181638716662114,trace centered
15.0,0.003752192265127323,trace centered
