distance,correlations,dataset
0.0,-0.47580619574541927,physical units
1.0,-0.23605500725110312,physical units
2.0,-0.1304840609084807,physical units
3.0,-0.06293634269625582,physical units
4.0,-0.0484752523642067,physical units
5.0,-0.016519928113546578,physical units
6.0,-0.005922216943203904,physical units
7.0,-0.0080275159651956,physical units
8.0,-0.019253674557959653,physical units
9.0,0.0050560911606515975,physical units
10.0,-0.00938528067880672,physical units
11.0,-0.0075647127600323785,physical units
12.0,-0.01881215114223684,physical units
13.0,0.004228755223129283,physical units
14.0,0.015240206871234702,physical units
15.0,0.004605236901823315,physical units
0.0,-0.5565953448950185,trace centered
1.0,-0.26317054008815866,trace centered
2.0,-0.13696467252685685,trace centered
3.0,-0.049497127563804116,trace centered
4.0,-0.0350616900159457,trace centered
5.0,0.005693295707296127,trace centered
6.0,0.015489476422510582,trace centered
7.0,0.01404539567113095,trace centered
8.0,0.004467237451407651,trace centered
9.0,0.03374279123104642,trace centered
10.0,0.01279789947968856,trace centered
11.0,0.01230925058776008,trace centered
12.0,-0.0012251839384035546,trace centered
13.0,0.026083518708587924,trace centered
14.0,0.03988029771578648,trace centered
15.0,0.029973541183133324,trace centered
