distance,correlations,dataset
0.0,-0.05220523835460886,physical units
1.0,0.03591605234982672,physical units
2.0,0.054029078004228084,physical units
3.0,0.07928749626883691,physical units
4.0,0.07025063449241385,physical units
5.0,0.06379035059452488,physical units
6.0,0.09006913017776322,physical units
7.0,0.08718960267935263,physical units
8.0,0.0896204301577429,physical units
9.0,0.08475563175003106,physical units
10.0,0.09118274564977787,physical units
11.0,0.07026113921356955,physical units
12.0,0.07070358733109829,physical units
13.0,0.08167297753010565,physical units
14.0,0.07622638994607513,physical units
15.0,0.056034462673437535,physical units
0.0,-0.1426506904680399,trace centered
1.0,-0.023967891811258975,trace centered
2.0,0.002335419529676602,trace centered
3.0,0.03248085186222423,trace centered
4.0,0.02138082000747857,trace centered
5.0,0.01586913084240873,trace centered
6.0,0.04789142906829804,trace centered
7.0,0.041944714287155245,trace centered
8.0,0.047753390251059,trace centered
9.0,0.04172211222328645,trace centered
10.0,0.05256727418239278,trace centered
11.0,0.026095237618997093,trace centered
12.0,0.027466352281817135,trace centered
13.0,0.0394034364978416,trace centered
14.0,0.03162416117661344,trace centered
15.0,0.006216389624588898,trace centered
