distance,correlations,dataset
0.0,1.0,physical units
1.0,0.09548712844548476,physical units
2.0,0.1660895914756929,physical units
3.0,0.20146838212800725,physical units
4.0,0.21301669210615531,physical units
5.0,0.2048740714858917,physical units
6.0,0.20754249158927995,physical units
7.0,0.1864355495375688,physical units
8.0,0.19351055945646178,physical units
9.0,0.186967559487614,physical units
10.0,0.19002362178417717,physical units
11.0,0.20980926810464923,physical units
12.0,0.19292705533454158,physical units
13.0,0.1761669980278891,physical units
14.0,0.16417053016514083,physical units
15.0,0.20688292409310866,physical units
0.0,1.0,trace centered
1.0,-0.15610490042037975,trace centered
2.0,-0.06467524432813508,trace centered
3.0,-0.0202847299974927,trace centered
4.0,-0.003524425769144858,trace centered
5.0,-0.014517068856198407,trace centered
6.0,-0.011036900528394272,trace centered
7.0,-0.03700989576023911,trace centered
8.0,-0.03011008872920874,trace centered
9.0,-0.04364277448544166,trace centered
10.0,-0.03538470743484877,trace centered
11.0,-0.01041014456767603,trace centered
12.0,-0.02742087084765524,trace centered
13.0,-0.04473759019569456,trace centered
14.0,-0.054009672961923695,trace centered
15.0,0.0008296915659837978,trace centered
