distance,correlations,dataset
0.0,0.7930039879472259,physical units
1.0,-0.2997226079523452,physical units
2.0,-0.1485728447072301,physical units
3.0,-0.07247348857058038,physical units
4.0,-0.014883702928055487,physical units
5.0,-0.0217799511775566,physical units
6.0,0.0002627561308171045,physical units
7.0,0.0040780396755269,physical units
8.0,0.011101528227422748,physical units
9.0,0.0050732571834665625,physical units
10.0,0.017566892773600126,physical units
11.0,0.019311273981975356,physical units
12.0,0.018916895483949026,physical units
13.0,-0.020796667181007998,physical units
14.0,0.0023487070875920528,physical units
15.0,0.03229299669432346,physical units
0.0,0.8373991962217131,trace centered
1.0,-0.3459689682789654,trace centered
2.0,-0.18256617016807464,trace centered
3.0,-0.09688498321682154,trace centered
4.0,-0.03551259440767335,trace centered
5.0,-0.03993958372904609,trace centered
6.0,-0.01840477026262513,trace centered
7.0,-0.013855670710553332,trace centered
8.0,-0.006708075878554651,trace centered
9.0,-0.011343035216266447,trace centered
10.0,-0.00044185560482535305,trace centered
11.0,0.0008238789708486784,trace centered
12.0,0.0012658982093106128,trace centered
13.0,-0.04192584387314575,trace centered
14.0,-0.01664538963683417,trace centered
15.0,0.018917873837706937,trace centered
