distance,correlations,dataset
0.0,0.574191398287851,physical units
1.0,0.8939641721609697,physical units
2.0,0.5441175232108575,physical units
3.0,0.38419424863838925,physical units
4.0,0.31374717974456934,physical units
5.0,0.27786936801095385,physical units
6.0,0.25382752520649027,physical units
7.0,0.23647032898225534,physical units
8.0,0.2231652552161878,physical units
9.0,0.21542830999105458,physical units
10.0,0.213905385324645,physical units
11.0,0.22024725622919067,physical units
12.0,0.2206500542623195,physical units
13.0,0.21913119496724856,physical units
14.0,0.20578900510260095,physical units
15.0,0.20399202783253503,physical units
0.0,0.40858231287418245,trace centered
1.0,0.8597115014900557,trace centered
2.0,0.3489922526581274,trace centered
3.0,0.11460523506178955,trace centered
4.0,0.017012741280786205,trace centered
5.0,-0.0311758460986308,trace centered
6.0,-0.06165915686843197,trace centered
7.0,-0.08280039430092992,trace centered
8.0,-0.0928866242120837,trace centered
9.0,-0.09700803042052092,trace centered
10.0,-0.09275074936808447,trace centered
11.0,-0.07873753021408636,trace centered
12.0,-0.07654356389516119,trace centered
13.0,-0.07389040073637905,trace centered
14.0,-0.08728599664566523,trace centered
15.0,-0.08431614453234357,trace centered
