distance,correlations,dataset
0.0,0.574191398287851,physical units
1.0,0.3907306310961368,physical units
2.0,0.30160092787829346,physical units
3.0,0.267171341011193,physical units
4.0,0.23910333789290728,physical units
5.0,0.23711063083784864,physical units
6.0,0.23599664755839034,physical units
7.0,0.21732071692262317,physical units
8.0,0.2064726742272407,physical units
9.0,0.20565836157617537,physical units
10.0,0.20808722418263687,physical units
11.0,0.2122222403627133,physical units
12.0,0.20189391564795517,physical units
13.0,0.2060609937491469,physical units
14.0,0.21835194913601155,physical units
15.0,0.21688497830909373,physical units
0.0,0.40858231287418245,trace centered
1.0,0.14350977705128923,trace centered
2.0,0.014890923955814026,trace centered
3.0,-0.03157336393026938,trace centered
4.0,-0.06596117657550743,trace centered
5.0,-0.06530507283682413,trace centered
6.0,-0.06419186791585942,trace centered
7.0,-0.08313777260344879,trace centered
8.0,-0.08739993428202336,trace centered
9.0,-0.0836734496556392,trace centered
10.0,-0.07608406173943755,trace centered
11.0,-0.07760435076168468,trace centered
12.0,-0.08660784615196908,trace centered
13.0,-0.07663629068572271,trace centered
14.0,-0.052996077044619026,trace centered
15.0,-0.04713278442349983,trace centered
