distance,correlations,dataset
0.0,0.0062777163647696616,physical units
1.0,-0.06333210838527761,physical units
2.0,-0.08440236853540645,physical units
3.0,-0.1015046967696765,physical units
4.0,-0.07873216881270087,physical units
5.0,-0.08499332266381651,physical units
6.0,-0.09678520922196607,physical units
7.0,-0.058584785294766344,physical units
8.0,-0.06771118555296005,physical units
9.0,-0.07536724570677428,physical units
10.0,-0.05740231979282939,physical units
11.0,-0.09348147775460569,physical units
12.0,-0.06945884083711583,physical units
13.0,-0.07889182551175677,physical units
14.0,-0.07597842432939314,physical units
15.0,-0.08028902890161008,physical units
0.0,0.11169020850425074,trace centered
1.0,0.016876160021847976,trace centered
2.0,-0.012716179352059558,trace centered
3.0,-0.03580292656736529,trace centered
4.0,-0.008123401523014915,trace centered
5.0,-0.021167432133190837,trace centered
6.0,-0.041599171982195045,trace centered
7.0,0.005352637345258999,trace centered
8.0,-0.005029045466647817,trace centered
9.0,-0.007747604035276513,trace centered
10.0,0.0190932225971697,trace centered
11.0,-0.019167118136865283,trace centered
12.0,0.011181764328784807,trace centered
13.0,0.0006842786474354386,trace centered
14.0,0.003131257010751084,trace centered
15.0,-0.0031512074191291403,trace centered
