distance,correlations,dataset
0.0,-0.16584532145800107,physical units
1.0,-0.06286649641765713,physical units
2.0,-0.025310651211116995,physical units
3.0,-0.034955454400089805,physical units
4.0,-0.040023762114723416,physical units
5.0,-0.008150051030949297,physical units
6.0,-0.031167557454911888,physical units
7.0,-0.0318955056233114,physical units
8.0,-0.023890939319215668,physical units
9.0,-0.04103662121927765,physical units
10.0,0.002463671959356374,physical units
11.0,-0.0550853358277056,physical units
12.0,-0.02919033686918435,physical units
13.0,-0.010169511175504246,physical units
14.0,-0.028136839024353388,physical units
15.0,-0.02907718436535767,physical units
0.0,-0.12181277401862414,trace centered
1.0,-0.011236053724334151,trace centered
2.0,0.028418465059890874,trace centered
3.0,0.01943629531659922,trace centered
4.0,0.011288178030714639,trace centered
5.0,0.04507897763618285,trace centered
6.0,0.019333870832397834,trace centered
7.0,0.019237844268480384,trace centered
8.0,0.025917267381068393,trace centered
9.0,0.007255101523566943,trace centered
10.0,0.051900254266156264,trace centered
11.0,-0.010557105479639407,trace centered
12.0,0.01651718075542093,trace centered
13.0,0.03758714291817213,trace centered
14.0,0.016959124931486116,trace centered
15.0,0.01682622481314897,trace centered
