distance,correlations,dataset
0.0,0.39420699515104246,physical units
1.0,0.16085777270241752,physical units
2.0,0.07884718289326924,physical units
3.0,0.03700276112265262,physical units
4.0,0.03735386022431986,physical units
5.0,0.01456548397830574,physical units
6.0,0.019777050676298886,physical units
7.0,0.026792193044885386,physical units
8.0,0.02285788188490816,physical units
9.0,0.023354007688675037,physical units
10.0,0.012582518069957242,physical units
11.0,0.02360833066989232,physical units
12.0,0.025932912055352895,physical units
13.0,0.0076093854956672735,physical units
14.0,-0.010132685677092225,physical units
15.0,0.009011498762531293,physical units
0.0,0.46952254378310815,trace centered
1.0,0.18289839289695808,trace centered
2.0,0.07858768974770261,trace centered
3.0,0.02527060624789957,trace centered
4.0,0.023776725859792007,trace centered
5.0,-0.0003643065103342228,trace centered
6.0,0.0021910546491460932,trace centered
7.0,0.0078633718114142,trace centered
8.0,0.0003140756755887523,trace centered
9.0,0.00738403943531342,trace centered
10.0,-0.007566260293790086,trace centered
11.0,0.010194012814188979,trace centered
12.0,0.01352042341785476,trace centered
13.0,-0.009072388029873164,trace centered
14.0,-0.028746102081426275,trace centered
15.0,-0.0057863830742903525,trace centered
