distance,correlations,dataset
0.0,0.11904092248333173,physical units
1.0,-0.01799112755011663,physical units
2.0,-0.03902152896316408,physical units
3.0,-0.04940629866081614,physical units
4.0,-0.028494299533164423,physical units
5.0,-0.03430562479567971,physical units
6.0,-0.0472543283311892,physical units
7.0,-0.011641136739548329,physical units
8.0,-0.036483995090230065,physical units
9.0,-0.04633510218061711,physical units
10.0,-0.01900858115805273,physical units
11.0,-0.0679883469951619,physical units
12.0,-0.03615944686738616,physical units
13.0,-0.04553889384862121,physical units
14.0,-0.042278223908136986,physical units
15.0,-0.040047586148990844,physical units
0.0,0.18819099365608077,trace centered
1.0,0.009888777700838399,trace centered
2.0,-0.01646160082611891,trace centered
3.0,-0.029465008231885907,trace centered
4.0,-0.003155370904346661,trace centered
5.0,-0.012303038489754375,trace centered
6.0,-0.030395482236361022,trace centered
7.0,0.01500104337961244,trace centered
8.0,-0.011052593858635515,trace centered
9.0,-0.019864476333936888,trace centered
10.0,0.01457349528316391,trace centered
11.0,-0.045410179726907265,trace centered
12.0,-0.011444780556446111,trace centered
13.0,-0.022699966119648578,trace centered
14.0,-0.02025719873391223,trace centered
15.0,-0.016816682812339324,trace centered
