distance,correlations,dataset
0.0,0.3790082483164773,physical units
1.0,0.1922068089545449,physical units
2.0,0.13102811759430022,physical units
3.0,0.10622560382214878,physical units
4.0,0.10039336515236777,physical units
5.0,0.08557582433117868,physical units
6.0,0.09637346423179657,physical units
7.0,0.08153576292622727,physical units
8.0,0.07368072804196203,physical units
9.0,0.07603816740916382,physical units
10.0,0.06661551477925982,physical units
11.0,0.08922981440459857,physical units
12.0,0.08351549698056292,physical units
13.0,0.07359641288894528,physical units
14.0,0.056233596582701495,physical units
15.0,0.07449250661383802,physical units
0.0,0.4151730997249788,trace centered
1.0,0.15819125784337246,trace centered
2.0,0.07109551558595832,trace centered
3.0,0.03574494186378083,trace centered
4.0,0.02873252295086695,trace centered
5.0,0.013805286625633788,trace centered
6.0,0.028439281020036778,trace centered
7.0,0.009698668151249831,trace centered
8.0,-0.0032429798187838853,trace centered
9.0,0.002323343568074879,trace centered
10.0,-0.016985887896107464,trace centered
11.0,0.008089321155547911,trace centered
12.0,-0.0024406268174253414,trace centered
13.0,-0.020467882845398862,trace centered
14.0,-0.04280908690441504,trace centered
15.0,-0.017853528910546455,trace centered
