distance,correlations,dataset
0.0,-0.11705143443397886,physical units
1.0,-0.16600106655759436,physical units
2.0,-0.07163937181996852,physical units
3.0,-0.07779159030930044,physical units
4.0,-0.06891493652296458,physical units
5.0,-0.08638422895755549,physical units
6.0,-0.06554546068732114,physical units
7.0,-0.06617945454285716,physical units
8.0,-0.08428402595519685,physical units
9.0,-0.0977161250606546,physical units
10.0,-0.0773284967497211,physical units
11.0,-0.09360349797024962,physical units
12.0,-0.07992928740595505,physical units
13.0,-0.07624492694488177,physical units
14.0,-0.08020493170788633,physical units
15.0,-0.06504938506488564,physical units
0.0,-0.047216576172870936,trace centered
1.0,-0.10682182371568223,trace centered
2.0,0.006662104426193469,trace centered
3.0,0.001116392998180892,trace centered
4.0,0.011890847926556687,trace centered
5.0,-0.008643573968080439,trace centered
6.0,0.017351177157687636,trace centered
7.0,0.016127466744354488,trace centered
8.0,-0.006533101258356243,trace centered
9.0,-0.02219195393415189,trace centered
10.0,0.002181428760224239,trace centered
11.0,-0.01905925662562822,trace centered
12.0,-0.006831931174068429,trace centered
13.0,-0.003507540678963284,trace centered
14.0,-0.006017090386081011,trace centered
15.0,0.010358047232746763,trace centered
