distance,correlations,dataset
0.0,-0.11705143443397886,physical units
1.0,-0.07805275224755925,physical units
2.0,-0.05714743027284852,physical units
3.0,-0.07911550212100893,physical units
4.0,-0.07427177135005925,physical units
5.0,-0.05100179393178097,physical units
6.0,-0.08403461050947597,physical units
7.0,-0.08313860102055852,physical units
8.0,-0.07830377878902482,physical units
9.0,-0.08636571772707327,physical units
10.0,-0.05242385328632545,physical units
11.0,-0.10019300184211187,physical units
12.0,-0.07216780456295895,physical units
13.0,-0.06130364944410768,physical units
14.0,-0.0718233337397817,physical units
15.0,-0.0640104823360206,physical units
0.0,-0.047216576172870936,trace centered
1.0,0.0010536024696122651,trace centered
2.0,0.024472037158640242,trace centered
3.0,0.0012722808712058624,trace centered
4.0,0.003282932781426357,trace centered
5.0,0.029093486747976044,trace centered
6.0,-0.009604624247811713,trace centered
7.0,-0.006393114385933446,trace centered
8.0,-0.0037714585370695396,trace centered
9.0,-0.013451619557518049,trace centered
10.0,0.024544809365805654,trace centered
11.0,-0.03289265766333086,trace centered
12.0,-0.0006196077373283424,trace centered
13.0,0.015422861711256192,trace centered
14.0,0.001944620983499746,trace centered
15.0,0.010845175666481273,trace centered
