distance,correlations,dataset
0.0,1.0,physical units
1.0,0.19108508004204816,physical units
2.0,0.14033249769198164,physical units
3.0,0.0851326608740349,physical units
4.0,0.09059652060915177,physical units
5.0,0.05746965163336124,physical units
6.0,0.08287602368314953,physical units
7.0,0.05155968286362702,physical units
8.0,0.04352216820123495,physical units
9.0,0.06264818581374237,physical units
10.0,0.0670248795106077,physical units
11.0,0.044142197184428,physical units
12.0,0.07014003436170163,physical units
13.0,0.029866874241020656,physical units
14.0,0.059208087260150685,physical units
15.0,0.040954579717643526,physical units
0.0,1.0,trace centered
1.0,0.08270947168662084,trace centered
2.0,0.026292911469437515,trace centered
3.0,-0.03735904399064557,trace centered
4.0,-0.02988154725764811,trace centered
5.0,-0.06475875164981892,trace centered
6.0,-0.034487752340877635,trace centered
7.0,-0.06711396997151953,trace centered
8.0,-0.07533892179313427,trace centered
9.0,-0.051139237503648835,trace centered
10.0,-0.04103996912406312,trace centered
11.0,-0.06120551944062287,trace centered
12.0,-0.02932668108895696,trace centered
13.0,-0.07206561855836405,trace centered
14.0,-0.03885090646024602,trace centered
15.0,-0.059792360214880456,trace centered
