distance,correlations,dataset
0.0,-0.5069998011510938,physical units
1.0,-0.3807976061329592,physical units
2.0,-0.3366293159077699,physical units
3.0,-0.3157642257626837,physical units
4.0,-0.2706162819284339,physical units
5.0,-0.26970153135795605,physical units
6.0,-0.2622785340490296,physical units
7.0,-0.2231324920223156,physical units
8.0,-0.23110906373841167,physical units
9.0,-0.23854356725150946,physical units
10.0,-0.2252005863147359,physical units
11.0,-0.2626680533152993,physical units
12.0,-0.24591779441739448,physical units
13.0,-0.23375866711932408,physical units
14.0,-0.23086936672529193,physical units
15.0,-0.2414524019772794,physical units
0.0,-0.3399514413138925,trace centered
1.0,-0.1504327134481886,trace centered
2.0,-0.08631428408694833,trace centered
3.0,-0.05691549363211627,trace centered
4.0,0.006011167101239351,trace centered
5.0,0.005313704438481663,trace centered
6.0,0.01423020350202363,trace centered
7.0,0.06585647844932631,trace centered
8.0,0.05462076872057298,trace centered
9.0,0.0527238532208018,trace centered
10.0,0.06866031026729406,trace centered
11.0,0.015528743358175365,trace centered
12.0,0.0321031498018967,trace centered
13.0,0.04327402628958145,trace centered
14.0,0.03820905153614843,trace centered
15.0,0.021746886920242146,trace centered
