distance,correlations,dataset
0.0,0.6757127572864059,physical units
1.0,0.03997015140286353,physical units
2.0,0.06324711971323672,physical units
3.0,0.06205359313519784,physical units
4.0,0.07546940216567048,physical units
5.0,0.06319582010250868,physical units
6.0,0.07522773420967047,physical units
7.0,0.0598510144558087,physical units
8.0,0.06177592725554703,physical units
9.0,0.062201607991643086,physical units
10.0,0.05417502974757751,physical units
11.0,0.0812787543918404,physical units
12.0,0.07394723783774065,physical units
13.0,0.05485440282286308,physical units
14.0,0.03893961750548899,physical units
15.0,0.07215223280015323,physical units
0.0,0.7358480306919355,trace centered
1.0,-0.033010461228671725,trace centered
2.0,-0.007021424297850508,trace centered
3.0,-0.009424946592779726,trace centered
4.0,0.00795337445455543,trace centered
5.0,-0.0022844537803642017,trace centered
6.0,0.012615737940050397,trace centered
7.0,-0.005119379982495399,trace centered
8.0,-0.006756322297786164,trace centered
9.0,-0.005575798476478461,trace centered
10.0,-0.018505487331183415,trace centered
11.0,0.00952896472496021,trace centered
12.0,0.0015546163671151195,trace centered
13.0,-0.024102580062294692,trace centered
14.0,-0.04193226667328057,trace centered
15.0,-0.0018915650932142959,trace centered
