distance,correlations,dataset
0.0,1.0,physical units
1.0,0.565211087617209,physical units
2.0,0.3845711567098403,physical units
3.0,0.3166553290184497,physical units
4.0,0.2852871268489007,physical units
5.0,0.25962254804051466,physical units
6.0,0.25808785861401085,physical units
7.0,0.24369315013051868,physical units
8.0,0.22463515649146065,physical units
9.0,0.2313604454043028,physical units
10.0,0.2248970454967745,physical units
11.0,0.241677617940941,physical units
12.0,0.2361698525215475,physical units
13.0,0.2146503791261405,physical units
14.0,0.22008643400519448,physical units
15.0,0.23211708948330553,physical units
0.0,0.9999999999999999,trace centered
1.0,0.3657070059272735,trace centered
2.0,0.09794994100422262,trace centered
3.0,0.00032513728016715995,trace centered
4.0,-0.0403640775153408,trace centered
5.0,-0.07196658891808003,trace centered
6.0,-0.07420192289785432,trace centered
7.0,-0.08937526450382753,trace centered
8.0,-0.10620874738474206,trace centered
9.0,-0.08747849337800746,trace centered
10.0,-0.09077359009849854,trace centered
11.0,-0.07156493748762513,trace centered
12.0,-0.07422073485913308,trace centered
13.0,-0.09826611584053196,trace centered
14.0,-0.08222734937082875,trace centered
15.0,-0.056027150671501984,trace centered
