distance,correlations,dataset
0.0,0.7691675273355174,physical units
1.0,-0.171968899853635,physical units
2.0,-0.06109601063071998,physical units
3.0,-0.006940487769400741,physical units
4.0,0.04294068121847646,physical units
5.0,0.031059724180386872,physical units
6.0,0.04487227323377419,physical units
7.0,0.04862287196883286,physical units
8.0,0.05097705010046915,physical units
9.0,0.03525531535194146,physical units
10.0,0.046903775832697746,physical units
11.0,0.04509103219699935,physical units
12.0,0.030702966512696855,physical units
13.0,0.023261484208913066,physical units
14.0,0.011161989215002046,physical units
15.0,0.05436583108253433,physical units
0.0,0.8330515870709816,trace centered
1.0,-0.24605179903554453,trace centered
2.0,-0.11705158965833334,trace centered
3.0,-0.057213539815427664,trace centered
4.0,-0.0001601934277467777,trace centered
5.0,-0.01182200464986951,trace centered
6.0,0.003029913708143527,trace centered
7.0,0.005040628499897533,trace centered
8.0,0.006662549956647277,trace centered
9.0,-0.010658439259319677,trace centered
10.0,0.006362517569223642,trace centered
11.0,0.005314129297675875,trace centered
12.0,-0.010478166696968425,trace centered
13.0,-0.01883653519892855,trace centered
14.0,-0.030394480314811376,trace centered
15.0,0.018771500639866368,trace centered
