distance,correlations,dataset
0.0,0.8436736812260768,physical units
1.0,0.10625951537319966,physical units
2.0,0.1162453287793827,physical units
3.0,0.13370455371053347,physical units
4.0,0.14283638712704982,physical units
5.0,0.1331176564032269,physical units
6.0,0.14710396089378708,physical units
7.0,0.14125038039672588,physical units
8.0,0.12557443568695847,physical units
9.0,0.13906826718754,physical units
10.0,0.13363199371639645,physical units
11.0,0.1479892712631483,physical units
12.0,0.14148210786375284,physical units
13.0,0.11691246401034638,physical units
14.0,0.13271878472615956,physical units
15.0,0.14881584877280932,physical units
0.0,0.8423842393847337,trace centered
1.0,-0.1057295624523556,trace centered
2.0,-0.09547650862139279,trace centered
3.0,-0.06674054283225471,trace centered
4.0,-0.05316495528335835,trace centered
5.0,-0.05933719558923228,trace centered
6.0,-0.04414412543320265,trace centered
7.0,-0.048505382998350687,trace centered
8.0,-0.060525296000960585,trace centered
9.0,-0.0380933167263245,trace centered
10.0,-0.04500165323717343,trace centered
11.0,-0.03112537900925329,trace centered
12.0,-0.035545626393711414,trace centered
13.0,-0.06338878698169206,trace centered
14.0,-0.038682736497501286,trace centered
15.0,-0.012406873676110855,trace centered
