distance,correlations,dataset
0.0,-0.1460151907128978,physical units
1.0,-0.024709532051808918,physical units
2.0,-0.0026665082443988854,physical units
3.0,-0.01763249910423073,physical units
4.0,-0.021611884592442947,physical units
5.0,-0.008697514525342544,physical units
6.0,-0.03750102630977249,physical units
7.0,-0.03585176802206015,physical units
8.0,-0.028969951577197485,physical units
9.0,-0.04289772308774944,physical units
10.0,-0.004334892399996708,physical units
11.0,-0.0465482931019126,physical units
12.0,-0.027670816343692093,physical units
13.0,-0.006874617638727862,physical units
14.0,-0.03507247869355094,physical units
15.0,-0.029635146404039008,physical units
0.0,-0.12311987214526174,trace centered
1.0,0.013887765350254839,trace centered
2.0,0.039746084169061335,trace centered
3.0,0.02773508039315068,trace centered
4.0,0.02104873405838826,trace centered
5.0,0.03351293176879195,trace centered
6.0,0.0013555203463368425,trace centered
7.0,0.0037059429826650694,trace centered
8.0,0.00949659874775676,trace centered
9.0,-0.004227436567990926,trace centered
10.0,0.03758466157823188,trace centered
11.0,-0.012664020257167246,trace centered
12.0,0.006375534199715733,trace centered
13.0,0.02847929717701307,trace centered
14.0,-0.005591615021944184,trace centered
15.0,0.0014777710432281263,trace centered
