distance,correlations,dataset
0.0,0.0062777163647696616,physical units
1.0,0.016733123216949305,physical units
2.0,-0.06959300162526658,physical units
3.0,-0.11190735169227278,physical units
4.0,-0.11239979046912581,physical units
5.0,-0.10393069629872542,physical units
6.0,-0.09924313526578783,physical units
7.0,-0.09846162818315,physical units
8.0,-0.08616177123659324,physical units
9.0,-0.08342155834872098,physical units
10.0,-0.08243377043908498,physical units
11.0,-0.08914307413271823,physical units
12.0,-0.07273675527418264,physical units
13.0,-0.09241717338713602,physical units
14.0,-0.09434198931036504,physical units
15.0,-0.09330209250976755,physical units
0.0,0.11169020850425074,trace centered
1.0,0.12860747002660478,trace centered
2.0,0.009785784978983643,trace centered
3.0,-0.04577202018470009,trace centered
4.0,-0.04514985046317708,trace centered
5.0,-0.03400167706985728,trace centered
6.0,-0.028047303760641778,trace centered
7.0,-0.022762054409424665,trace centered
8.0,-0.006678596961021372,trace centered
9.0,-0.003540289460927543,trace centered
10.0,-0.005547853792867081,trace centered
11.0,-0.012988963580363801,trace centered
12.0,0.0065754470135821474,trace centered
13.0,-0.02194496802057372,trace centered
14.0,-0.02692516796461932,trace centered
15.0,-0.01964407416050881,trace centered
