distance,correlations,dataset
0.0,-0.05220523835460886,physical units
1.0,-0.14169237188462902,physical units
2.0,-0.047884012079937734,physical units
3.0,-0.02383438093495773,physical units
4.0,0.00439883522904292,physical units
5.0,0.03993765170577123,physical units
6.0,0.06851104755103116,physical units
7.0,0.09211046323806996,physical units
8.0,0.10161890449829347,physical units
9.0,0.07899803983993932,physical units
10.0,0.07474174839969254,physical units
11.0,0.07118576798570225,physical units
12.0,0.06779812807594662,physical units
13.0,0.08494221411823637,physical units
14.0,0.09651415258208727,physical units
15.0,0.0617701686885595,physical units
0.0,-0.1426506904680399,trace centered
1.0,-0.2636852998092246,trace centered
2.0,-0.12849454291199525,trace centered
3.0,-0.09655280960791171,trace centered
4.0,-0.05766403355985539,trace centered
5.0,-0.011838636747793781,trace centered
6.0,0.02639749880121639,trace centered
7.0,0.057107265373694246,trace centered
8.0,0.07625643709206043,trace centered
9.0,0.04321177387398419,trace centered
10.0,0.038887439102083046,trace centered
11.0,0.03666908318567195,trace centered
12.0,0.03499657420211639,trace centered
13.0,0.05559575921650466,trace centered
14.0,0.0701519603096018,trace centered
15.0,0.02312401145129987,trace centered
