distance,correlations,dataset
0.0,-0.11235713136222761,physical units
1.0,-0.14909272853568326,physical units
2.0,-0.16122839332600458,physical units
3.0,-0.13800969547399738,physical units
4.0,-0.11072767473735332,physical units
5.0,-0.08772281904125544,physical units
6.0,-0.07447914852688885,physical units
7.0,-0.06479945164667436,physical units
8.0,-0.06984213231311834,physical units
9.0,-0.07182027010774976,physical units
10.0,-0.0761569355570606,physical units
11.0,-0.07682313936746948,physical units
12.0,-0.08926488158797563,physical units
13.0,-0.08972289271226212,physical units
14.0,-0.09802601714214007,physical units
15.0,-0.0932538178924075,physical units
0.0,-0.05012354539464444,trace centered
1.0,-0.10047127424230061,trace centered
2.0,-0.11378163100675134,trace centered
3.0,-0.07605594710000013,trace centered
4.0,-0.03418151075173902,trace centered
5.0,0.0016426845958056179,trace centered
6.0,0.022305196063615373,trace centered
7.0,0.0397389703351545,trace centered
8.0,0.031084516207709936,trace centered
9.0,0.02612441182097974,trace centered
10.0,0.025820124899208968,trace centered
11.0,0.028194367675318622,trace centered
12.0,0.00907293788396026,trace centered
13.0,0.006510731578752959,trace centered
14.0,-0.003041278945573277,trace centered
15.0,0.009512074868986121,trace centered
