time division length width area intensity CMx CMy
0 0 65.1455 14.6748 956 150.615 1272.02 458.188
1 0 65.1428 14.6601 955 150.212 1271.01 458.191
2 0 65.1475 14.6591 955 149.86 1270.01 458.191
3 0 65.1316 15.9677 1040 145.725 1269.14 457.026
4 0 65.1316 15.9677 1040 145.647 1268.14 457.026
5 1 38.0553 14.584 555 123.604 1267.85 475.31
6 0 38.0553 14.6103 556 140.545 1267.85 475.209
7 0 40.1827 17.6195 708 121.891 1266.05 472.749
8 0 39.1144 13.4222 525 126.45 1266.77 473.507
9 0 38.1515 15.5695 594 130.189 1266.82 474.019
10 0 40.0879 12.3479 495 139.848 1264.4 471.143
11 0 41.021 13.9197 571 132.177 1263.84 471.478
12 0 43.1741 15.0321 649 130.393 1263.49 468.914
13 0 45.1336 16.2628 734 123.042 1262.53 466.835
14 0 46.0765 14.7146 678 128.291 1263.08 465.417
15 0 50.2446 13.9318 700 125.487 1263.23 465.31
16 0 48.1789 15.1103 728 123.941 1263.52 460.913
17 0 50.3054 16.1812 814 125.445 1263.16 461.263
18 0 53.2446 14.6681 781 129.179 1262.84 459.661
19 0 52.1081 13.779 718 129.645 1263.44 459.911
20 0 55.1171 15.4217 850 123.58 1263.08 456.099
21 0 58.1014 15.7139 913 120.939 1264.26 456.634
22 0 59.0875 16.941 1001 122.465 1263.59 453.367
23 0 64.1751 17.4211 1118 119.95 1265.6 453.508
24 0 63.2003 18.7974 1188 119.663 1265.93 449.418
25 0 64.1918 14.8461 953 127.494 1266.31 448.094
26 0 68.1311 19.0662 1299 118.293 1267.27 445.82
27 0 70.1259 16.1424 1132 124.064 1267.31 446.668
28 0 73.1655 15.3351 1122 124.755 1268.11 444.667
29 0 74.1195 16.6623 1235 122.948 1269.35 441.957
30 0 78.109 16.4002 1281 122.77 1269.07 440.92
31 0 82.294 17.6441 1452 120.207 1270.56 443.496
32 0 81.1732 13.773 1118 128.318 1271.35 439.367
33 0 85.1682 15.1348 1289 125.849 1272.06 441.346
34 0 89.0817 16.3221 1454 122.735 1272.51 437.801
35 0 91.3031 17.6117 1608 120.462 1273.35 438.724
36 0 94.3013 17.794 1678 119.746 1274.65 438.715
37 0 98.4649 17.2752 1701 117.688 1275.68 437.832
38 0 101.403 16.3112 1654 118.715 1276.79 436.368
39 0 105.519 17.9683 1896 115.52 1276.76 439.752
40 0 109.218 16.2335 1773 117.696 1276.89 434.813
41 0 115.308 25.1848 2904 107.405 1276.16 432.486
42 0 118.215 21.3424 2523 109.458 1276.41 435.66
43 0 119.266 16.5177 1970 119.155 1276.1 428.481
44 0 127.387 22.4906 2865 106.496 1275.55 425.833
45 1 56.1822 11.2135 630 121.986 1275.57 459.757
46 0 62.1953 13.3933 833 132.166 1275.53 459.784
47 0 65.2599 14.6491 956 131.703 1275.12 457.42
48 0 68.2014 19.1198 1304 120.922 1273.51 456.538
49 0 71.1501 15.9381 1134 128.529 1272.91 457.26
