time division length width area intensity CMx CMy
0 0 42.0483 15.1492 637 116.761 52.4019 472.477
1 0 41.0898 13.6043 559 122.655 51.5456 471.256
2 0 43.1744 15.6111 674 121.018 51.2908 473.233
3 0 45.0548 16.9793 765 117.425 50.8719 472.337
4 0 46.1678 14.8805 687 120.857 49.6594 470.118
5 0 47.0923 14.5884 687 120.693 48.6055 469.345
6 0 48.078 18.9068 909 113.492 47.9395 469.185
7 0 50.0826 15.1949 761 118.957 46.9553 469.692
8 0 51.0474 15.0253 767 119.618 46.5359 469.89
9 0 54.122 18.5876 1006 113.278 45.5209 471.158
10 0 53.5557 16.4688 882 116.932 44.8776 466.652
11 0 56.1642 17.3064 972 115.741 44.7325 468.073
12 0 57.117 15.6696 895 117.102 44.4257 466.864
13 0 58.0915 17.2314 1001 117.622 43.2288 462.745
14 0 58.1119 16.7264 972 119.264 43.4949 458.978
15 0 62.1937 17.4294 1084 118.38 43.3736 456.446
16 0 64.0679 18.8238 1206 116.022 42.9677 457.988
17 0 66.1264 15.2587 1009 121.405 42.6838 456.375
18 0 64.1663 17.8754 1147 119.099 43.2162 453.393
19 0 70.3931 20.3429 1432 113.122 42.9134 451.83
20 0 71.1072 20.6308 1467 111.212 42.2727 450.155
21 0 75.4882 20.798 1570 110.538 43.0656 450.482
22 0 74.1718 15.5989 1157 118.282 42.7701 449.493
23 0 78.1551 17.3117 1353 115.561 46.1057 446.012
24 0 81.289 19.8674 1615 114.051 46.7517 446.983
25 0 82.293 23.0639 1898 110.07 47.6712 442.325
26 0 84.0878 18.2904 1538 117.225 48.9974 442.794
27 0 87.0676 17.5036 1524 118.109 48.8241 441.997
28 0 91.583 19.021 1742 114.819 48.9426 438.778
29 0 90.1964 17.8056 1606 117.123 49.4795 436.311
30 0 97.1737 22.0121 2139 109.281 48.828 439.505
31 0 98.2098 18.6132 1828 111.803 50.2511 429.8
32 1 51.2416 10.109 518 120.409 51.1892 459.479
33 0 53.2435 11.6822 622 117.822 51.7797 454.637
34 0 54.0641 13.5025 730 118.403 53.4137 453.015
35 0 55.1918 15.0385 830 113.53 53.5458 453.392
36 0 60.0955 15.1093 908 113.048 54.0363 457.097
37 0 62.1589 18.2918 1137 107.639 54.0941 457.799
38 0 64.2165 14.7626 948 114.084 54.0432 454.753
39 0 69.377 15.9707 1108 108.488 54.0334 454.752
40 0 69.2546 15.4069 1067 110.919 53.9728 456.536
41 0 73.1343 15.0271 1099 110.49 53.4477 455.34
42 0 74.2071 14.5539 1080 112.415 52.4806 452.643
43 0 76.2188 18.2238 1389 107.827 52.4528 454.783
44 0 80.4319 17.5677 1413 111.992 52.3064 452.886
45 0 83.2334 15.8951 1323 111.912 51.9093 451.787
46 0 86.2617 18.4439 1591 118.945 51.0974 452.91
47 0 88.2369 14.9824 1322 123.837 51.0824 451.506
48 0 93.1321 14.721 1371 126.404 50.1678 451.361
49 1 45.0722 12.4023 559 119.243 50.068 473.385
50 0 46.0809 12.9121 595 121.939 48.8218 471.566
51 0 50.0759 14.9174 747 118.498 49.2343 469.892
52 0 53.0661 14.8306 787 118.665 48.3736 467.126
53 0 51.0758 12.3542 631 121.258 47.5531 469.303
54 0 55.1276 15.1285 834 117.438 47.1055 467.62
55 0 61.0933 16.7122 1021 112.14 45.6641 469.611
56 0 59.2155 13.2736 786 122.468 46.1832 464.906
57 0 62.1034 16.6658 1035 115.971 45.7729 464.006
58 0 63.0462 12.2133 770 124.994 44.8623 461.718
59 0 66.1154 15.2158 1006 119.296 46.1024 460.783
60 0 68.2495 15.502 1058 118.145 44.7486 457.959
61 0 71.2114 14.6184 1041 119.886 44.9212 455.522
62 0 75.1707 15.6045 1173 118.298 45.5371 453.511
63 0 76.1491 15.8505 1207 117.749 45.1914 452.041
64 0 77.1908 13.4731 1040 122.262 44.4577 450.348
65 0 81.2806 12.4384 1011 122.392 44.9931 449.286
66 0 83.1655 15.0062 1248 120.564 45.5753 443.555
67 0 85.2012 16.8425 1435 118.553 44.9024 439.751
68 0 88.3727 17.743 1568 116.189 45.4898 440
69 0 90.1393 15.8532 1429 120.083 45.0714 437.472
70 0 95.2866 15.784 1504 118.567 45.3058 434.874
71 0 99.1094 14.0955 1397 121.481 46.3049 432.984
72 1 53.0987 12.6369 671 117.888 46.7765 456.453
73 0 58.072 12.6223 733 117.465 47.8035 457.263
74 0 57.0675 14.0886 804 113.444 48.4042 453.815
75 0 60.0713 13.6671 821 112.921 48.6918 454.023
76 0 61.1057 13.3539 816 113.621 49.6091 449.976
77 0 63.1234 14.3687 907 111.499 51.312 452.437
78 0 65.2188 14.0604 917 111.778 51.2988 450.49
79 0 67.2075 12.0671 811 113.592 51.9408 454.068
80 0 71.1689 14.3742 1023 110.523 51.4516 449.919
81 0 72.3958 13.7163 993 111.463 52.4381 454.649
82 0 74.2132 14.0137 1040 112.358 51.9087 451.216
83 0 76.061 8.82187 671 118.569 51.9493 458.125
84 0 79.1747 12.4787 988 115.49 51.3492 450.583
85 0 84.2287 15.7547 1327 110.761 50.1824 448.005
86 0 86.1656 13.0911 1128 115.845 50.1791 445.896
87 1 43.076 10.377 447 113.237 50.9038 474.183
88 0 46.0688 8.96484 413 115.763 50.845 469.806
89 0 49.0874 13.5065 663 108.878 50.8944 471.561
90 0 52.2666 14.8087 774 106.638 50.3579 470.429
91 0 50.0659 11.7645 589 110.603 49.7165 471.649
92 0 51.201 10.8201 554 112.816 47.8917 470.989
93 0 52.1013 12.2838 640 110.452 47.8391 470.694
94 0 55.0338 15.9357 877 104.117 47.073 473.496
95 0 58.1184 14.6425 851 105.294 46.1046 470.898
96 0 61.1744 13.2081 808 107.478 46.3911 468.772
97 0 61.2059 9.24747 566 112.906 45.0459 469.811
98 0 65.0759 14.3986 937 106.922 44.8506 464.076
99 0 67.326 12.8925 868 108.728 44.3652 463.833
100 0 71.1357 12.4269 884 108.975 43.569 464.56
101 0 72.183 12.9116 932 108.246 44.0858 462.098
102 0 75.2304 14.1565 1065 106.128 43.1052 459.535
103 0 78.1497 16.5324 1292 104.077 43.3955 454.642
104 0 77.1419 10.3705 800 112.321 44.05 455.452
105 0 81.1036 11.6518 945 111.558 42.7291 452.876
106 0 88.164 16.3332 1440 104.401 42.4576 451.117
107 1 50.0983 10.0403 503 110.811 42.8907 468.994
108 0 50.0609 8.66944 434 112.226 42.8041 468.781
109 0 51.0583 12.3388 630 110.357 42.5667 461.549
110 0 54.0597 13.8366 748 110.579 43.5602 459.146
111 0 55.1392 20.421 1126 101.059 43.2913 460.991
112 0 58.1726 12.3942 721 113.454 45.5368 459.746
113 0 58.2166 11.045 643 116.879 45.6019 454.157
114 0 61.1466 12.4946 764 114.149 45.1832 455.294
115 0 60.1298 12.5894 757 115.033 46.2563 456.73
116 0 62.0681 14.8708 923 111.388 47.2243 453.822
117 0 64.0747 14.686 941 111.017 46.9958 455.894
118 0 67.3655 14.8444 1000 111.371 47.375 454.15
119 0 67.1033 12.9651 870 115.706 47.8747 454.788
120 0 71.1959 13.498 961 116.245 49.1748 452.31
121 0 72.209 13.4886 974 116.395 50.1786 453.209
122 0 73.2175 12.9204 946 118.014 50.7156 449.88
123 0 74.099 13.32 987 118.169 51.7882 447.613
124 0 80.1755 14.2812 1145 114.672 50.517 451.115
125 0 82.2149 13.0633 1074 117.249 50.3436 449.938
126 0 85.3492 15.4307 1317 113.999 51.208 447.448
127 0 87.1596 13.7105 1195 116.536 50.518 449.68
128 0 89.2102 12.2856 1096 119.942 51.375 447.308
129 0 90.1483 11.9026 1073 119.784 49.5573 452.65
130 0 95.2072 14.3897 1370 115.953 50.2212 449.27
131 0 95.1686 12.6828 1207 119.234 48.8484 446.496
132 1 46.0607 11.398 525 117.265 48.7524 472.838
133 0 49.1132 13.0718 642 109.972 47.6184 476.402
134 0 51.0366 12.6576 646 110.977 47.7926 473.615
135 0 52.1789 12.553 655 109.592 47.113 474.504
136 0 54.04 12.9719 701 110.652 46.9929 474.844
137 0 54.2114 17.1735 931 103.469 47.1633 473.898
138 0 53.1742 16.7939 893 107.53 45.0504 467.848
139 0 56.075 16.4422 922 107.232 45.9816 470.156
140 0 57.3507 13.8621 795 110.811 44.1925 470.961
141 0 57.0262 14.9405 852 109.838 44.081 472.414
142 0 60.0822 13.2818 798 114.157 43.8446 468.117
143 0 62.1377 13.4862 838 112.177 42.3115 469.316
144 0 63.0875 15.3596 969 111.517 41.1703 462.453
145 0 66.4286 13.4882 896 114.042 39.6228 459.281
146 0 68.1368 15.3221 1044 111.62 39.2854 461.4
147 0 69.1879 12.1698 842 115.99 39.7553 462.063
148 0 67.1432 11.3191 760 119.479 39.6224 458.361
149 0 73.2438 16.2471 1190 111.055 39.4109 458.249
150 0 76.3875 17.2149 1315 111.117 40.2996 454.374
151 0 76.1791 18.9028 1440 108.764 39.5993 452.812
152 0 79.2715 13.6493 1082 116.557 41.0139 448.861
153 0 82.1342 19.1638 1574 109.132 41.4549 444.975
154 0 83.2504 12.8768 1072 118.591 41.0485 447.311
155 0 87.1438 15.7211 1370 114.472 41.3584 441.985
156 0 84.4558 15.0019 1267 115.144 41.9992 442.328
157 0 91.1261 14.661 1336 115.498 41.7028 437.855
158 0 96.3413 14.3448 1382 114.268 42.3864 438.137
