dataset,lineage_ID,window_sizes,y_to_regress,best_fit_line,variable,kind
Trace,1.0,"[  5   7   9  11  13  15  17  19  21  23  25  27  29  31  33  35  37  39
  41  43  45  47  49  51  53  55  57  59  61  63  65  67  69  71  73  75
  77  79  81  83  85  87  89  91  93  95  97  99 101 103 105 107 109 111
 113 115 117 119 121 123 125]","[0.050661375654206316, 0.061281617416087446, 0.06668976002781164, 0.07047208171610957, 0.0738194307233347, 0.07657238393257491, 0.0792541544786457, 0.08173655533877323, 0.0836984894935628, 0.08554310947565431, 0.08722391227118767, 0.08845555455273532, 0.08958556462941115, 0.09062598243979757, 0.09142713956589968, 0.0919790655664937, 0.09285081317027863, 0.09357695503857498, 0.0941028187926195, 0.0949753237983044, 0.09568782251815398, 0.09621605974921905, 0.09702477608101201, 0.09774127082536287, 0.09827797946746489, 0.09902101786543378, 0.09967328970152789, 0.10020323754073403, 0.10084143070372223, 0.10144158619714033, 0.10190902097797483, 0.10253980412445989, 0.10316431311442967, 0.10365940662573382, 0.1042868442881823, 0.10488612499231682, 0.10532225060830969, 0.10586455591048304, 0.10645169222508437, 0.10690490753930394, 0.10745489150857622, 0.10806641305696374, 0.10853863931895513, 0.1091144625658867, 0.10970282252865735, 0.11015604267288788, 0.1107134401129461, 0.11127628933258309, 0.11171983184003824, 0.11225519782726379, 0.11281468533884381, 0.11322699107892649, 0.11373162128741741, 0.11422858530138444, 0.11458953786250252, 0.11503321674980972, 0.11549852570386202, 0.11579049625149575, 0.11616800367176691, 0.11653843061911369, 0.11680936710273414]","[0.05937573 0.06378817 0.06729648 0.07023586 0.07278052 0.0750335
 0.07706117 0.07890898 0.08060953 0.08218704 0.08366003 0.08504301
 0.08634758 0.08758316 0.08875752 0.08987714 0.09094748 0.09197322
 0.09295837 0.09390639 0.09482033 0.09570283 0.09655626 0.09738271
 0.09818403 0.09896189 0.0997178  0.10045312 0.10116908 0.1018668
 0.1025473  0.10321152 0.10386031 0.10449446 0.10511471 0.10572173
 0.10631614 0.10689852 0.10746942 0.10802932 0.10857871 0.10911801
 0.10964765 0.110168   0.11067942 0.11118227 0.11167685 0.11216347
 0.11264241 0.11311395 0.11357833 0.11403581 0.1144866  0.11493094
 0.11536901 0.11580103 0.11622717 0.11664762 0.11706254 0.11747211
 0.11787646]",$f_n e^{\phi_{n}}$,dfa (short)
Trace,1.0,"[  5   7   9  11  13  15  17  19  21  23  25  27  29  31  33  35  37  39
  41  43  45  47  49  51  53  55  57  59  61  63  65  67  69  71  73  75
  77  79  81  83  85  87  89  91  93  95  97  99 101 103 105 107 109 111
 113 115 117 119 121 123 125]","[0.06649736238463977, 0.07545129754983614, 0.08026365582492688, 0.0837009894317468, 0.08771281307831892, 0.09057241729288135, 0.09246469346305883, 0.09508790793008547, 0.0967175313376309, 0.0980535962932585, 0.10011045393855436, 0.10138152557641138, 0.10266914049524488, 0.10410108858918683, 0.1050382911791304, 0.10573826478130421, 0.10692712840805298, 0.10784781362919066, 0.10856094435392337, 0.10966047775029343, 0.11057922823316796, 0.11131888497566883, 0.11237782592309165, 0.11324761399510479, 0.11396562766106907, 0.11497576538379939, 0.11576599434424364, 0.11647257360386058, 0.11741648579699554, 0.11824719580644785, 0.11898983011872467, 0.11991657623839849, 0.12072417683886087, 0.12143558513164732, 0.12231147678312605, 0.12306245705098619, 0.1237620607760297, 0.12461448743660747, 0.12534711640094742, 0.12601262788492737, 0.12683013839383575, 0.12751702020101544, 0.1281305306010557, 0.12888320345550033, 0.12952538517317824, 0.1301128343633548, 0.13084184490024883, 0.13145611113945344, 0.13197715489960793, 0.13265301641621002, 0.1332352322230275, 0.13373095640369723, 0.1343922168860556, 0.1349492080950169, 0.13542703078501211, 0.1360459220437098, 0.13658338020914637, 0.13700476049731977, 0.13754538469603647, 0.1379864522655593, 0.13837760183642758]","[0.07058025 0.07568444 0.07973618 0.08312662 0.0860588  0.08865266
 0.09098538 0.09310981 0.09506379 0.09687543 0.09856622 0.10015299
 0.10164919 0.10306572 0.10441158 0.10569427 0.10692013 0.10809456
 0.10922218 0.11030702 0.11135258 0.11236194 0.11333781 0.11428261
 0.11519849 0.11608738 0.11695101 0.11779095 0.11860862 0.11940531
 0.12018221 0.12094038 0.12168083 0.12240446 0.12311211 0.12380456
 0.12448252 0.12514668 0.12579763 0.12643598 0.12706224 0.12767694
 0.12828053 0.12887348 0.12945618 0.13002903 0.13059241 0.13114665
 0.13169209 0.13222904 0.13275778 0.13327861 0.13379177 0.13429753
 0.13479612 0.13528776 0.13577267 0.13625106 0.13672311 0.13718903
 0.13764897]",$f_n e^{\phi_{n}}$,mean (short)
Shuffled,1.0,"[  5   7   9  11  13  15  17  19  21  23  25  27  29  31  33  35  37  39
  41  43  45  47  49  51  53  55  57  59  61  63  65  67  69  71  73  75
  77  79  81  83  85  87  89  91  93  95  97  99 101 103 105 107 109 111
 113 115 117 119 121 123 125]","[0.05031828502035543, 0.06389131480794069, 0.07299542452495232, 0.08249344927849338, 0.09027949476212625, 0.0981065141976491, 0.10508125083113498, 0.11158883703006088, 0.11732529682224636, 0.12299281512985205, 0.12784777809238193, 0.1329640888160827, 0.13766455999599128, 0.14176061674947243, 0.14624441011144695, 0.15035163283996913, 0.15412627169577117, 0.15830475050511428, 0.16196545456504136, 0.16525372060955465, 0.16857419762980633, 0.171602812213161, 0.17436953835850644, 0.1769834817443957, 0.17943084393175743, 0.18153218778003605, 0.1831366719732118, 0.18459428215233065, 0.18578140037386862, 0.18677171433158724, 0.18796010335370525, 0.18914035661520084, 0.1902485241051526, 0.1915182179695428, 0.19271679662092173, 0.1938684589192931, 0.19516078645688179, 0.1964337602829561, 0.19770133833571166, 0.1990687100088232, 0.2003623150228818, 0.20156702271867713, 0.20277091678575587, 0.2038861805469954, 0.20487780259655827, 0.20579030792483335, 0.20658919935259676, 0.20719950590932004, 0.20782402086992777, 0.20834311171806627, 0.20871214076350328, 0.20909189704473657, 0.2093762348476225, 0.2095157178644648, 0.20961349831072348, 0.2095703723629214, 0.2094243723067863, 0.20928041419651874, 0.20902400525953926, 0.20870194817430276, 0.20839965057068813]","[0.06356925 0.07287756 0.08070872 0.08756178 0.0937086  0.09931606
 0.10449503 0.1093235  0.11385869 0.11814401 0.12221331 0.12609354
 0.12980658 0.13337047 0.13680028 0.14010874 0.14330673 0.14640363
 0.14940759 0.15232572 0.15516432 0.15792895 0.16062455 0.16325558
 0.16582603 0.16833949 0.17079924 0.17320825 0.17556924 0.17788469
 0.18015689 0.18238794 0.18457978 0.1867342  0.18885288 0.19093735
 0.19298908 0.19500939 0.19699955 0.19896073 0.20089405 0.20280054
 0.20468117 0.20653687 0.20836851 0.21017689 0.21196281 0.21372699
 0.21547013 0.21719289 0.21889589 0.22057974 0.222245   0.22389221
 0.22552189 0.22713452 0.22873059 0.23031053 0.23187478 0.23342375
 0.23495783]",$f_n e^{\phi_{n}}$,dfa (short)
Shuffled,1.0,"[  5   7   9  11  13  15  17  19  21  23  25  27  29  31  33  35  37  39
  41  43  45  47  49  51  53  55  57  59  61  63  65  67  69  71  73  75
  77  79  81  83  85  87  89  91  93  95  97  99 101 103 105 107 109 111
 113 115 117 119 121 123 125]","[0.08452236995982364, 0.10046554725696337, 0.114384461074586, 0.1269964884766669, 0.13651355128977977, 0.14584464768543381, 0.15407129801362734, 0.16132074497126486, 0.16882991356945404, 0.17623824796701737, 0.1828491145969342, 0.18946131363524188, 0.19550271169675207, 0.20059304865442165, 0.20521326703278536, 0.20940998109860998, 0.2130382018464557, 0.2164842070579174, 0.21967932647851485, 0.22233347740366038, 0.22472174039675397, 0.22689564663397874, 0.22888122986229315, 0.2307284741630293, 0.23258625087029408, 0.2343698005681294, 0.23602609254733448, 0.23762127249597428, 0.23910091848180764, 0.24049409862006713, 0.24192709117960998, 0.24337481131305908, 0.24467118262837342, 0.24588797030949247, 0.24699488128892144, 0.24795126512371668, 0.24886315548316315, 0.2498076590934725, 0.25068952537993333, 0.25155972980061697, 0.25243750581871516, 0.25316001100903146, 0.2538062912029345, 0.25447098384090355, 0.25498452671382454, 0.25538539963211665, 0.2557742576463652, 0.25597203101431687, 0.25623832569414834, 0.2564741508359625, 0.2566025792763854, 0.2567663576541108, 0.25695404828216345, 0.2570833959119878, 0.25730616655248745, 0.2575363217217579, 0.25771880246633994, 0.25797521835542997, 0.25823022947766183, 0.25844551373999225, 0.25872363686730915]","[0.10534613 0.11690685 0.12636192 0.13445782 0.14159173 0.14800297
 0.15384811 0.1592358  0.16424486 0.16893446 0.17335031 0.17752849
 0.18149808 0.18528286 0.18890258 0.19237382 0.19571066 0.19892516
 0.20202776 0.20502753 0.20793244 0.21074952 0.21348498 0.2161444
 0.21873274 0.22125449 0.22371368 0.22611399 0.22845875 0.23075101
 0.23299355 0.23518894 0.23733953 0.2394475  0.24151484 0.24354344
 0.24553502 0.2474912  0.24941346 0.25130323 0.2531618  0.25499042
 0.25679024 0.25856234 0.26030774 0.26202742 0.26372227 0.26539316
 0.2670409  0.26866626 0.27026998 0.27185273 0.27341518 0.27495797
 0.27648167 0.27798686 0.27947409 0.28094386 0.28239667 0.28383299
 0.28525327]",$f_n e^{\phi_{n}}$,mean (short)
Trace,2.0,"[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35 37 39 41 43 45 47 49 51
 53 55 57 59 61 63 65 67 69 71 73 75 77 79 81 83 85 87 89 91 93 95]","[0.04788232782075971, 0.05387319381532137, 0.06075694988766649, 0.06481178346174282, 0.06874457722100356, 0.07271930734206776, 0.07540997475490485, 0.07850896435237455, 0.08093737612207323, 0.08299381422288256, 0.08496793075846273, 0.08659163310168097, 0.08774858270390852, 0.08899386594127418, 0.09017430196211877, 0.0909706172927275, 0.09229403494634272, 0.09355779406406688, 0.09448118579096607, 0.0958065267083553, 0.0970056864829505, 0.0977334474966004, 0.09889534737446168, 0.09983183814485608, 0.10032941231862429, 0.10131524302002662, 0.10215170800123526, 0.10259704058262316, 0.10353759598993618, 0.10424478070073569, 0.10456080069947649, 0.10523766453899337, 0.1056382542526335, 0.10583790416442822, 0.1062642281279196, 0.10661594320940389, 0.10685911243045099, 0.10728745601468404, 0.10763975487559613, 0.10794635125166346, 0.1083699806773865, 0.10866050526211005, 0.10888008750122681, 0.10915948355416857, 0.1094261899618161, 0.10959185431540032]","[0.0535575  0.05845265 0.06239859 0.06573978 0.06865731 0.07125925
 0.07361575 0.07577516 0.07777233 0.07963332 0.08137812 0.08302248
 0.08457901 0.08605801 0.08746799 0.08881607 0.09010829 0.09134981
 0.09254506 0.09369791 0.09481174 0.09588951 0.09693385 0.09794711
 0.09893137 0.09988852 0.10082024 0.10172807 0.10261341 0.10347752
 0.10432156 0.10514659 0.1059536  0.10674347 0.10751704 0.10827509
 0.10901831 0.10974739 0.11046293 0.11116552 0.11185568 0.11253393
 0.11320073 0.11385654 0.11450176 0.1151368 ]",$f_n e^{\phi_{n}}$,dfa (short)
Trace,2.0,"[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35 37 39 41 43 45 47 49 51
 53 55 57 59 61 63 65 67 69 71 73 75 77 79 81 83 85 87 89 91 93 95]","[0.06340210448420361, 0.07141621600212585, 0.07729365367289816, 0.0819582165421403, 0.08666052151268362, 0.0903164336782124, 0.09291882697125958, 0.09626440724867165, 0.09882974258546541, 0.10097158306973004, 0.10370708713767322, 0.10589234462962481, 0.10781421561574463, 0.11018641730332843, 0.11215180153415649, 0.11367988925268775, 0.1156383142149965, 0.11726461636984783, 0.1184544569084809, 0.11985981927956141, 0.12102026016660236, 0.12200083861337793, 0.12326660586947377, 0.12432633809046686, 0.12518934140986962, 0.12624004581977333, 0.12710071627988448, 0.12772611898699077, 0.12861976700633918, 0.1293382479417699, 0.12991652162572112, 0.13080380311962334, 0.13155156816886207, 0.13217582802934208, 0.13310612744290803, 0.1338426759854473, 0.13442426531039373, 0.13529243824314022, 0.13599319785115926, 0.13658137491124886, 0.13744794877337488, 0.1381506159631958, 0.138764800954707, 0.1396029352371817, 0.1402993381770337, 0.14089325511887218]","[0.06750372 0.07360445 0.07851818 0.08267622 0.08630516 0.08954017
 0.09246892 0.09515184 0.09763246 0.09994331 0.10210936 0.10415026
 0.10608176 0.1079167  0.10966568 0.11133761 0.11294001 0.11447929
 0.115961   0.11738995 0.11877035 0.1201059  0.12139988 0.12265519
 0.12387446 0.12506    0.12621394 0.12733819 0.12843447 0.12950436
 0.13054931 0.13157065 0.13256958 0.13354723 0.13450463 0.13544274
 0.13636244 0.13726457 0.13814989 0.13901911 0.13987291 0.14071192
 0.14153672 0.14234786 0.14314586 0.14393122]",$f_n e^{\phi_{n}}$,mean (short)
Shuffled,2.0,"[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35 37 39 41 43 45 47 49 51
 53 55 57 59 61 63 65 67 69 71 73 75 77 79 81 83 85 87 89 91 93 95]","[0.042047216747826396, 0.057815266234794105, 0.0649533806368082, 0.0700550276291177, 0.07665656142371623, 0.08094776144612977, 0.08494461423596224, 0.09017851403598107, 0.0943067532666697, 0.09866211725647375, 0.10435043776279433, 0.10920572305918186, 0.11374181152314367, 0.11957205333587761, 0.12480690725538504, 0.1297922271175395, 0.13580035535662818, 0.1411531396527984, 0.14605992186478692, 0.15174577172766818, 0.15678522467846348, 0.16144240903825857, 0.16666822442045756, 0.17119995200933502, 0.17547260316866456, 0.18026648691107025, 0.18427095776831634, 0.18802510674350761, 0.19213344842941746, 0.19565282615788146, 0.19885945651228115, 0.20233650396090158, 0.20534250160192202, 0.20796337483004154, 0.2106905482396721, 0.21311127420996467, 0.2150724261453614, 0.2173459428506631, 0.21921714579230864, 0.22059131431277826, 0.22196853743075715, 0.22318862160912648, 0.22401666773230994, 0.22503116376319798, 0.22610672172504587, 0.22698053027368267]","[0.04311405 0.05244319 0.06070563 0.06822829 0.07519705 0.0817299
 0.08790751 0.09378797 0.09941484 0.1048218  0.11003554 0.11507767
 0.11996596 0.12471526 0.12933814 0.13384534 0.13824613 0.14254858
 0.14675977 0.15088596 0.1549327  0.15890495 0.16280717 0.16664338
 0.17041723 0.17413202 0.17779079 0.18139628 0.18495106 0.18845747
 0.19191765 0.19533363 0.19870726 0.20204027 0.20533427 0.20859078
 0.2118112  0.21499684 0.21814897 0.22126874 0.22435725 0.22741554
 0.23044459 0.23344533 0.23641864 0.23936535]",$f_n e^{\phi_{n}}$,dfa (short)
Shuffled,2.0,"[ 5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35 37 39 41 43 45 47 49 51
 53 55 57 59 61 63 65 67 69 71 73 75 77 79 81 83 85 87 89 91 93 95]","[0.06957932774916621, 0.08810240820152523, 0.10039375437545277, 0.11009037191889874, 0.12253836943144927, 0.13251874862841814, 0.14065276425115916, 0.1504644308346658, 0.15942665230565295, 0.16698826666480907, 0.17589727892598905, 0.18414627516906193, 0.1911985952415341, 0.1989646654673398, 0.20636199731612007, 0.21253164672864253, 0.21925214409120913, 0.22567145515524986, 0.23064923053920183, 0.2362627430248251, 0.24155936516747561, 0.24553444918294068, 0.2500192808966743, 0.2541088451638033, 0.2573667387223338, 0.2612201891187069, 0.26470195324338675, 0.26749929796571725, 0.2710177603375013, 0.2744300316767366, 0.2772944483572756, 0.28085573340031983, 0.28432368915955114, 0.2873207614028529, 0.29082750685622916, 0.2942717256434718, 0.2971688434287578, 0.30056020774375564, 0.30368364711900775, 0.30618322202325804, 0.3087118004815113, 0.3110252885549895, 0.31274501805173005, 0.31454051575707076, 0.31627758548596446, 0.3176617065857341]","[0.07649043 0.09061836 0.10284793 0.11378782 0.12377751 0.13302936
 0.14168671 0.14985169 0.15760015 0.16499025 0.17206774 0.17886938
 0.18542526 0.19176034 0.19789563 0.20384899 0.20963579 0.21526933
 0.22076123 0.22612171 0.23135983 0.23648362 0.24150031 0.24641637
 0.25123764 0.25596945 0.2606166  0.26518352 0.26967423 0.27409245
 0.27844159 0.28272481 0.28694504 0.29110498 0.29520717 0.29925395
 0.30324752 0.30718993 0.31108312 0.31492889 0.31872893 0.32248486
 0.32619817 0.3298703  0.3335026  0.33709633]",$f_n e^{\phi_{n}}$,mean (short)
Trace,3.0,"[  5   7   9  11  13  15  17  19  21  23  25  27  29  31  33  35  37  39
  41  43  45  47  49  51  53  55  57  59  61  63  65  67  69  71  73  75
  77  79  81  83  85  87  89  91  93  95  97  99 101 103 105 107 109 111
 113 115 117 119]","[0.06297773741716851, 0.07315496461468321, 0.08278026812311179, 0.08871755665321537, 0.0925831715947468, 0.0971973281731888, 0.10015194835567687, 0.10268848253810772, 0.10603945111002902, 0.10885864901548467, 0.11108635300438845, 0.11414061664252814, 0.11652383006105005, 0.11833233824494079, 0.12074774482671183, 0.12258440947695153, 0.12415206947790888, 0.12599465023176698, 0.12754059981660365, 0.12881921717314393, 0.13028441369634577, 0.13165730368801962, 0.13283644583657991, 0.13403954562587067, 0.13523915061869984, 0.1362337056344034, 0.1374236601759981, 0.13854495146263437, 0.13946414176837452, 0.14059539239161026, 0.14164061234818962, 0.14252407475282963, 0.14345728963328036, 0.14434609289230627, 0.14506217041903074, 0.14593048648223234, 0.1466443402208562, 0.1471439104221743, 0.14767935169258312, 0.14826830638572613, 0.14872877038272883, 0.14930709888434487, 0.14993365411508575, 0.1504364743586312, 0.15103633761907018, 0.1516878398693132, 0.15221311453859146, 0.15284542356701852, 0.15345197749993034, 0.15397356004315593, 0.15456058289019659, 0.15510677334167927, 0.15557026026965304, 0.15614342055139457, 0.15665492305663814, 0.1570895878415278, 0.15764417548510967, 0.15812420246111478]","[0.07185436 0.07840909 0.08369206 0.08816488 0.0920702  0.09555283
 0.09870673 0.10159669 0.10426939 0.10675973 0.10909449 0.11129475
 0.11337743 0.1153563  0.11724276 0.11904636 0.12077517 0.1224361
 0.12403511 0.12557734 0.12706734 0.12850908 0.12990607 0.13126145
 0.13257802 0.1338583  0.13510455 0.13631883 0.13750299 0.13865874
 0.13978764 0.14089109 0.14197042 0.14302682 0.14406141 0.14507521
 0.14606919 0.14704423 0.14800115 0.14894074 0.1498637  0.15077072
 0.15166243 0.15253942 0.15340225 0.15425144 0.1550875  0.15591089
 0.15672205 0.1575214  0.15830934 0.15908624 0.15985246 0.16060833
 0.16135419 0.16209034 0.16281706 0.16353464]",$f_n e^{\phi_{n}}$,dfa (short)
Trace,3.0,"[  5   7   9  11  13  15  17  19  21  23  25  27  29  31  33  35  37  39
  41  43  45  47  49  51  53  55  57  59  61  63  65  67  69  71  73  75
  77  79  81  83  85  87  89  91  93  95  97  99 101 103 105 107 109 111
 113 115 117 119]","[0.08172422840987743, 0.08948740318631217, 0.09911787248429503, 0.10564895666447664, 0.10956773034539476, 0.11476985070761521, 0.1194379949616107, 0.12190820250578857, 0.1262313912328424, 0.13020851891188845, 0.13232918133105048, 0.135805912282104, 0.13826480694525412, 0.13980468633813142, 0.1421367736792159, 0.14420352483685125, 0.14574152584251432, 0.14794687032580037, 0.14984309501902443, 0.15134140861397208, 0.15345807539963702, 0.1552386023224936, 0.15668524866968606, 0.15846881026884105, 0.16002803459214468, 0.16132146359760655, 0.1629978219098879, 0.16446657084207242, 0.16568521994147276, 0.1672266430703443, 0.16859693077179502, 0.1697556003654499, 0.17115294551762056, 0.17232186261435722, 0.17340312882739423, 0.17466580382371205, 0.17559655010879371, 0.17634691142687062, 0.17709102051381714, 0.1776359998662059, 0.17812859355218896, 0.1787104900402699, 0.1790811996946388, 0.1794856505350586, 0.1799364883791958, 0.1802409267178279, 0.18057944413351942, 0.18103996596928412, 0.18136556308756382, 0.18173456105161503, 0.18222830770054627, 0.18257295144318486, 0.18295665748846404, 0.18345559438681985, 0.18382778407038444, 0.18426384395898499, 0.1847961568490188, 0.18522472008780425]","[0.08712486 0.09479065 0.10095315 0.10616024 0.11069932 0.11474157
 0.11839795 0.12174484 0.12483725 0.12771621 0.13041325 0.13295313
 0.1353557  0.13763712 0.13981077 0.14188782 0.14387775 0.14578863
 0.14762743 0.14940019 0.15111219 0.15276809 0.154372   0.15592757
 0.15743808 0.15890646 0.16033535 0.16172716 0.16308404 0.16440798
 0.16570079 0.16696413 0.16819952 0.16940835 0.17059193 0.17175146
 0.17288804 0.17400271 0.17509642 0.17617009 0.17722453 0.17826055
 0.17927887 0.18028018 0.18126514 0.18223434 0.18318838 0.18412778
 0.18505307 0.18596473 0.18686322 0.18774898 0.18862241 0.18948391
 0.19033386 0.19117261 0.1920005  0.19281785]",$f_n e^{\phi_{n}}$,mean (short)
