index division length width area intensity CMx CMy
0 0 80.2287 14.2219 1141 158.002 707.293 478.718
1 0 83.071 14.3492 1192 162.186 707.201 476.459
2 0 85.0934 14.3842 1224 166.517 707.844 475.335
3 0 89.0506 14.2728 1271 161.637 707.81 473.976
4 0 92.1137 14.5038 1336 163.085 706.711 471.788
5 0 95.1291 14.2858 1359 164.559 705.918 470.297
6 0 97.1126 14.406 1399 166.96 705.462 468.291
7 0 101.149 14.3847 1455 167.846 705.235 465.544
8 0 105.099 14.3579 1509 162.703 706.078 463.729
9 1 52.0255 12.7245 662 165.98 705.722 489.215
10 0 56.0596 13.0754 733 163.471 706.005 487.88
11 0 57.0903 13.3823 764 163.713 706.051 487.241
12 0 59.0545 13.6145 804 170.286 706.488 485.812
13 0 60.0911 13.596 817 163.578 707.118 484.752
14 0 63.0646 13.8271 872 164.183 707.856 482.923
15 0 66.0494 13.9744 923 154.719 708.976 480.133
16 0 68.0662 13.7219 934 156.596 709.915 479.046
17 0 71.089 13.884 987 160.523 710.753 477.366
18 0 73.0561 14.044 1026 157.249 711.696 476.831
19 0 73.0561 14.044 1026 178.069 712.696 476.831
20 0 77.1579 13.9584 1077 159.775 712.508 472.891
21 0 80.1429 14.4118 1155 155.887 713.468 470.339
22 0 81.1765 14.3638 1166 158.17 713.29 469.489
23 0 87.2294 14.2613 1244 155.733 713.492 466.626
24 0 90.1823 14.1159 1273 159.837 714.24 465.115
25 0 93.3264 14.0689 1313 161.191 714.681 464.529
26 0 96.2558 13.7342 1322 154.731 714.759 462.789
27 1 50.1791 12.9536 650 163.772 715.405 484.725
28 0 52.1088 12.8961 672 163.917 715.56 484.284
29 0 53.1058 12.9176 686 162.012 715.28 483.423
30 0 55.1893 12.8829 711 161.97 715.608 481.979
31 0 56.2138 13.3063 748 155.46 715.467 481.832
32 0 59.0996 13.3842 791 155.585 715.202 479.699
33 0 61.1522 12.9349 791 154.905 714.001 479.499
34 0 64.23 12.9223 830 151.042 713.376 478.314
35 0 66.1696 12.9062 854 150.684 712.552 477.6
36 0 67.1091 13.5153 907 154.778 712.61 476.288
37 0 69.2049 13.395 927 151.953 712.34 477.301
38 0 72.2414 13.6348 985 152.792 711.6 476.021
39 0 73.3049 14.1191 1035 157.27 711.135 474.714
40 0 76.2383 13.7726 1050 156.805 710.524 473.237
41 0 78.2629 13.5697 1062 164.342 709.514 471.673
42 0 81.231 14.1695 1151 155.591 709.455 469.547
43 0 83.1133 14.4141 1198 155.075 709.992 467.775
44 0 88.278 13.9446 1231 162.951 709.72 465.266
45 0 89.1361 14.1918 1265 155.961 709.62 464.505
46 0 94.1373 14.1814 1335 157.347 709.401 462.773
47 0 97.2113 13.8564 1347 157.371 709.587 461.877
48 1 51.224 12.4746 639 157.326 709.033 485.099
49 0 52.0914 12.862 670 164.104 709.049 484.115
50 0 55.122 12.808 706 155.322 708.847 482.404
51 0 56.1067 13.1 735 155.835 710.128 481.871
52 0 58.121 13.4203 780 153.179 710.145 481.045
53 0 60.1561 13.6811 823 149.063 710.119 479.642
54 0 62.0949 13.6726 849 154.815 710.113 478.892
55 0 63.1646 13.5994 859 156.68 710.12 477.446
56 0 66.0948 13.7378 908 156.338 710.28 476.012
57 0 68.1911 13.8141 942 158.298 710.516 474.954
58 0 70.1516 13.8414 971 159.963 710.711 475.734
59 0 72.1428 13.5703 979 154.032 710.878 474.787
60 0 74.0407 14.0598 1041 155.311 710.792 473.557
61 0 76.1415 13.9346 1061 163.235 710.529 471.923
62 0 79.0996 14.0835 1114 158.085 710.798 469.772
63 0 81.0833 14.1089 1144 165.733 710.729 468.46
64 0 83.2074 13.917 1158 167.847 711.04 467.539
65 0 83.0987 14.0435 1167 167.056 711.159 466.536
66 0 89.3309 13.9034 1242 169.292 711.389 465.605
67 0 92.4339 13.4258 1241 162.303 711.408 463.939
68 0 94.4366 13.5329 1278 164.691 712.219 462.017
69 1 47.2538 12.0202 568 166.299 712.718 486.164
70 0 48.2051 12.6958 612 163.167 712.475 484.918
71 0 50.0912 12.4174 622 162.077 711.931 485.031
72 0 51.0575 12.8483 656 160.581 712.314 484.061
73 0 52.0135 12.9774 675 160.593 712.145 483.084
74 0 54.034 13.0288 704 160.268 712.023 481.79
75 0 57.0383 13.0088 742 160.365 711.912 480.26
76 0 57.0725 13.1762 752 160.501 711.259 480.459
77 0 60.0262 13.4775 809 160.027 710.864 478.726
78 0 62.0822 12.9345 803 156.9 710.748 478.224
79 0 63.049 13.1326 828 152.438 710.722 476.709
80 0 65.0541 13.6194 886 158.128 710.641 476.471
81 0 66.0422 12.8403 848 145.659 710.179 475.29
82 0 69.2202 13.2042 914 155.953 710.453 474.027
83 0 71.0517 13.5676 964 155.155 709.927 472.36
84 0 72.0899 13.4554 970 149.372 710.277 471.866
85 0 74.0351 13.3585 989 157.097 710.197 471.302
86 0 78.0827 13.5241 1056 155.063 709.858 468.86
87 0 80.2373 12.9989 1043 157.656 709.313 469.233
88 0 83.1007 13.3573 1110 154.237 708.717 466.754
89 0 84.1214 13.1714 1108 157.356 708.352 465.269
90 1 46.0667 10.5933 488 153.654 708.836 485.139
91 0 47.019 11.3146 532 149.84 708.756 484.073
92 0 48.1012 11.559 556 149.405 708.73 483.944
93 0 50.0444 12.349 618 148.152 709.262 482.964
94 0 51.0686 11.8468 605 148.684 709.936 482.64
