index division length width area intensity CMx CMy
0 0 86.1677 14.7503 1271 167.886 684.234 466.876
1 0 89.1103 14.5213 1294 162.644 683.91 466.052
2 0 90.1268 14.9678 1349 164.335 683.649 464.441
3 0 95.2248 14.7861 1408 165.991 682.579 462.434
4 1 48.0224 13.9935 672 174.933 681.888 484.177
5 0 51.0094 13.5661 692 171.081 681.569 483.253
6 0 52.0673 14.3276 746 168.971 681.89 482.023
7 0 53.0766 14.3189 760 168.829 681.526 480.239
8 0 56.0654 14.1977 796 166.028 681.378 478.555
9 0 57.1425 14.3851 822 171.47 680.96 478.36
10 0 59.0496 14.5302 858 169.5 680.788 476.603
11 0 62.1367 14.5968 907 172.57 681.374 475.266
12 0 64.1609 14.2454 914 174.239 681.765 475.044
13 0 66.0861 14.9351 987 165.664 682.41 473.424
14 0 67.2023 15.1632 1019 171.639 683.026 471.673
15 0 70.1129 14.548 1020 172.23 683.914 469.734
16 0 73.1703 14.5824 1067 167.436 685.135 468.664
17 0 75.0285 14.9143 1119 157.312 686.163 467.187
18 0 78.1941 14.5919 1141 171.918 686.563 467.137
19 0 82.0794 14.4738 1188 168.906 687.151 464.323
20 0 84.0893 14.5084 1220 160.102 687.043 462.147
21 0 85.2561 14.908 1271 168.361 687.651 459.81
22 0 89.1476 14.4255 1286 165.608 688.357 457.541
23 0 92.1825 14.6991 1355 171.25 688.858 457.272
24 0 96.1752 14.6399 1408 171.267 688.976 455.715
25 0 100.148 14.3588 1438 169.065 689.232 453.64
26 0 102.129 14.5698 1488 164.47 689.731 452.345
27 1 49.169 13.5655 667 163.463 689.502 477.772
28 0 52.085 13.3436 695 168.99 689.689 476.388
29 0 52.0799 14.0361 731 162.529 689.912 475.178
30 0 56.102 13.6537 766 163.817 689.879 474.236
31 0 57.0638 13.5813 775 166.764 689.573 473.497
32 0 60.0972 13.5281 813 166.157 688.756 472.705
33 0 61.0733 14.0814 860 162.198 688.092 471.756
34 0 62.0669 14.2266 883 169.974 688.492 471.072
35 0 65.1852 13.8528 903 165.449 687.899 470.219
36 0 69.0896 13.9095 961 167.396 687.901 467.692
37 0 70.0858 14.1683 993 163.222 686.906 466.568
38 0 72.1592 14.0661 1015 167.84 686.504 466.046
39 0 72.0797 14.4285 1040 163.546 686.165 465.146
40 0 77.1345 14.4034 1111 162.721 685.249 462.967
41 0 78.2232 14.4458 1130 158.049 685.135 462.071
42 0 81.1398 14.0991 1144 167.966 685.392 459.53
43 0 84.1725 14.7554 1242 162.097 685.569 457.481
44 0 87.2869 13.9196 1215 160.086 685.373 456.676
45 0 90.2821 14.1667 1279 162.833 685.152 456
46 0 94.2895 14.2858 1347 163.394 685.15 453.967
47 0 98.162 14.2214 1396 165.217 684.831 452.497
48 0 98.162 14.2214 1396 173.111 684.831 452.497
49 0 104.209 14.1159 1471 156.026 683.908 448.7
50 0 110.299 14.1525 1561 165.414 684.238 447.428
51 0 113.341 14.2138 1611 163.762 683.92 444.965
52 0 117.234 14.4242 1691 169.047 683.968 442.961
53 0 121.26 14.1679 1718 162.581 684.235 441.422
54 0 126.307 14.346 1812 174.289 683.861 438.703
55 0 130.318 14.4416 1882 173.385 684.138 436.998
56 0 136.212 14.5141 1977 175.404 684.279 434.88
57 0 141.257 14.5551 2056 173.2 684.269 430.837
58 0 147.393 14.6751 2163 166.956 684.766 427.904
59 0 150.328 14.7611 2219 170.294 685.242 425.737
60 0 157.348 14.8206 2332 170.317 685.376 422.336
61 0 161.437 14.6001 2357 170.205 685.572 420.409
62 0 168.427 14.2435 2399 165.936 686.03 417.289
63 0 173.333 14.5385 2520 166.721 685.979 414.577
64 0 178.297 14.7283 2626 172.389 685.611 412.365
65 0 185.317 14.6398 2713 177.341 685.986 409.52
66 0 191.441 14.699 2814 173.641 685.771 405.655
67 0 197.499 14.5216 2868 161.45 686.445 401.825
68 0 207.317 14.4754 3001 167.422 686.274 398.31
69 0 215.293 14.6545 3155 166.255 686.139 394.23
70 1 158.296 14.1255 2236 165.543 685.879 422.797
71 0 164.314 14.241 2340 169.555 685.851 417.559
72 0 170.203 14.2653 2428 168.556 685.981 414.616
73 0 176.171 14.2532 2511 168.529 685.82 410.443
74 1 59.1671 12.6084 746 158.08 685.587 467.314
75 0 61.1968 12.9092 790 154.32 685.513 466.384
76 0 65.3583 12.7604 834 163.809 685.45 466.046
77 0 67.3039 13.2236 890 162.491 685.237 464.684
78 0 67.3532 13.4515 906 164.687 685.036 463.727
