index division length width area intensity CMx CMy
0 0 66.1274 14.2604 943 161.248 403.747 321.583
1 0 68.0703 14.0884 959 162.034 403.651 323.006
2 0 71.1218 14.1448 1006 164.886 403.474 324.513
3 0 72.0921 14.537 1048 162.059 402.53 325.776
4 0 76.084 14.2474 1084 159.181 402.087 326.499
5 0 80.1141 13.7554 1102 161.624 401.666 328.856
6 1 41.0536 11.8625 487 155.068 401.386 352.047
7 0 42.0946 12.8282 540 155.476 401.041 354.104
8 0 45.0575 12.7393 574 157.498 401.106 357.76
9 0 45.0538 13.384 603 154.549 400.551 360.232
10 0 49.1336 12.8629 632 155.399 400.415 362.864
11 0 48.0845 13.6011 654 146.902 401.029 365.335
12 0 51.0283 13.3651 682 151.843 401.056 369.392
13 0 51.0744 13.7447 702 151.306 401.913 370.135
14 0 53.0437 13.6868 726 150.244 402.231 372.715
15 0 53.0499 13.9114 738 149.617 403.379 373.209
16 0 54.0334 14.1024 762 144.247 404.371 375.735
17 0 58.0561 13.952 810 148.216 405.3 378.2
18 0 60.069 14.0838 846 151.548 405.933 379.755
19 0 62.0718 14.016 870 141.84 406.557 381.259
20 0 65.1025 13.64 888 138.206 407.322 383.955
21 0 68.1421 13.8387 943 145.347 407.708 385.783
22 0 70.0909 13.6537 957 142.605 408.127 388.09
23 0 72.1442 13.7502 992 141.752 408.652 390.511
24 1 34.0161 11.377 387 150.579 408.674 413.194
25 0 36.0345 11.5723 417 145.942 409.233 415.065
26 0 38.0548 11.6411 443 144.986 409.316 417.391
27 0 40.0323 12.5149 501 142.77 409.772 419.058
28 0 42.0286 12.777 537 139.151 410.464 422.803
29 0 43.0979 13.1097 565 142.108 409.828 424.488
30 0 44.0518 13.5068 595 143.012 409.889 426.565
31 0 45.0205 13.6826 616 147.606 409.666 428.076
32 0 48.0873 13.2675 638 148.132 409.298 431.923
33 0 49.0435 14.0691 690 148.732 408.865 433.707
34 0 51.1189 13.674 699 149.086 409.062 436.484
35 0 51.0389 14.1265 721 145.999 409 440.326
36 0 55.0756 13.7811 759 152.424 407.991 443.511
37 0 56.1381 13.6805 768 155.289 406.962 446.288
38 0 57.1052 14.2019 811 147 406.699 448.962
39 0 59.0853 14.0813 832 140.135 405.987 450.712
40 0 61.0324 14.1236 862 148.561 405.705 453.997
41 0 64.0342 14.055 900 152.724 405.887 457.163
42 0 66.0492 14.3832 950 157.489 405.795 461.459
