index division length width area intensity CMx CMy
0 0 67.1007 14.1727 951 168.414 693.807 484.242
1 0 67.1808 14.8257 996 168.507 694.109 481.96
2 0 71.3375 14.1861 1012 171.599 693.927 480.116
3 0 72.2567 14.3655 1038 166.534 693.645 479.968
4 0 75.1162 14.4044 1082 165.649 693.092 478.28
5 0 77.08 14.4395 1113 166.311 691.743 476.548
6 1 39.0999 13.0435 510 170.924 691.88 493.831
7 0 42.0394 12.7975 538 181.628 691.459 492.032
8 0 42.1202 13.5564 571 169.627 691.422 491.671
9 0 45.1071 13.5012 609 169.519 691.44 490.918
10 0 46.1181 13.5522 625 171.971 691.469 490.104
11 0 48.1969 13.4863 650 168.428 691.58 489.349
12 0 48.0932 13.9313 670 168.916 691.722 488.121
13 0 50.1161 14.207 712 169.24 691.979 486.612
14 0 52.2309 13.6701 714 172.482 693.261 485.59
15 0 55.1634 13.6141 751 172.81 693.798 483.698
16 0 57.2115 13.8084 790 168.728 694.848 482.467
17 0 58.1313 13.8136 803 159.696 696.385 481.463
18 0 60.0632 14.0019 841 171.243 696.945 480.212
19 0 62.1617 14.2692 887 164.853 697.592 478.448
20 0 62.1617 14.2692 887 170.459 698.592 478.448
21 0 66.2233 13.7565 911 167.079 699.068 475.538
22 0 69.2353 13.808 956 157.909 698.934 474.137
23 0 71.2159 13.9576 994 163.476 699.121 471.675
24 0 74.2723 14.1237 1049 166.716 699.683 470.696
25 0 76.1387 13.8826 1057 161.978 700.548 469.671
26 1 39.0154 12.4566 486 163.286 700.928 486.71
27 0 41.0379 12.8174 526 154.213 701.53 485.462
28 0 44.2248 12.4817 552 158.783 701.605 487.723
29 0 43.2708 13.843 599 14.8347 701.673 486.818
30 0 46.1608 12.9547 598 162.834 701.552 486.535
31 0 48.1699 12.9126 622 161.648 701.15 485.101
32 0 48.1667 12.6436 609 151.89 700.654 483.683
33 0 49.208 13.2296 651 162.444 700.476 483.862
34 0 51.0899 13.2316 676 154.643 699.45 482.362
35 0 53.1549 12.9809 690 163.187 698.925 482.096
36 0 53.1264 13.6279 724 161.804 698.464 481.017
37 0 57.1053 13.5014 771 162.533 698.174 481.252
38 0 58.0742 13.4139 779 157.671 698.316 480.752
39 0 60.1334 13.9523 839 158.76 697.176 479.46
40 0 61.1138 14.0885 861 163.569 696.839 478.965
41 0 64.11 14.0072 898 164.391 695.761 477.683
42 0 66.0605 13.6996 905 160.775 695.947 476.231
43 0 68.1031 13.6117 927 166.599 696.191 475.111
44 0 71.0746 13.9009 988 166.31 695.977 473.001
45 0 72.1075 14.0069 1010 161.467 696.011 473.089
46 0 76.0691 14.0793 1071 162.789 695.758 470.739
47 0 79.1394 14.0133 1109 166.232 695.365 469.245
48 0 82.1787 13.787 1133 164.73 695.508 469.049
49 0 83.1471 14.1677 1178 163.766 695.351 467.686
50 0 87.1545 14.044 1224 165.791 694.986 465.881
51 0 91.2756 14.144 1291 156.549 695.71 462.679
52 0 93.1867 13.811 1287 159.247 695.304 461.967
53 1 51.1945 11.9739 613 164.305 696.016 483.553
54 0 52.191 13.0482 681 159.564 694.993 482.214
55 0 53.0809 13.0555 693 156.188 696.139 481.254
56 0 54.1567 13.0916 709 158.749 696.044 480.071
57 0 57.2043 13.1808 754 157.857 696.715 478.58
58 0 58.1901 13.6106 792 152.96 696.586 478.979
59 0 60.2768 13.2057 796 145.073 697.249 477.926
60 0 62.1213 13.3449 829 150.315 697.37 477.606
61 0 65.1842 13.1013 854 144.714 696.891 474.925
62 0 67.1192 13.558 910 151.864 697.377 474.293
63 0 70.1761 13.5801 953 158.771 697.078 472.036
64 0 73.1697 13.7215 1004 155.239 697.025 471.043
65 0 75.1499 13.5995 1022 156.358 697.717 469.294
66 0 76.2577 14.0576 1072 156.229 697.405 468.371
67 0 81.2083 13.8163 1122 157.205 697.365 466.685
68 0 83.2106 13.7362 1143 156.989 697.584 465.57
69 0 86.169 13.4387 1158 148.656 698.117 463.707
70 0 87.1566 14.0207 1222 155.09 698.556 462.626
71 1 48.0988 11.9546 575 162.402 698.167 483.36
72 0 51.0275 11.9543 610 158.167 697.5 482.974
73 0 51.0337 13.0502 666 160.779 697.065 481.925
74 0 54.0759 12.7968 692 160.055 697.451 480.88
75 0 55.0761 13.0547 719 167.413 697.401 480.026
76 0 56.1415 13.1988 741 159.536 696.981 479.069
77 0 60.0996 13.0783 786 167.653 696.267 477.295
78 0 59.1361 13.6127 805 165.191 696.084 478.122
79 0 64.0844 13.3106 853 162.914 696.34 477.048
80 0 65.0848 13.275 864 160.881 696.069 475.162
81 0 67.1344 14.1209 948 164.665 695.794 474.889
82 0 69.1136 13.6587 944 94.215 696.372 474.21
83 0 72.1401 14.1946 1024 167.486 696.404 472.605
84 0 75.1573 13.9973 1052 162.12 696.445 472.184
85 0 77.1114 14.3429 1106 165.943 696.279 469.888
86 0 81.2396 13.9341 1132 163.454 695.954 467.428
87 0 83.1416 13.6755 1137 164.541 695.458 466.153
88 0 88.1774 13.8924 1225 168.865 695.222 464.7
