index division length width area intensity CMx CMy
0 0 73.1691 13.2433 969 136.227 912.013 467.899
1 0 74.3644 13.5549 1008 136.41 913.085 467.839
2 0 79.1952 13.1574 1042 137.571 913.713 465.33
3 0 80.3221 13.3712 1074 138.412 913.397 463.302
4 1 43.2268 11.7288 507 138.651 912.923 482.509
5 0 43.1226 12.963 559 135.191 912.744 481.231
6 0 44.1497 13.273 586 135.529 912.299 479.947
7 0 47.3927 12.8079 607 137.756 911.642 479.466
8 0 48.2696 13.0103 628 135.193 911.438 478.169
9 0 50.3083 12.821 645 133.2 911.253 477.06
10 0 51.4552 13.1765 678 133.606 911.662 477.074
11 0 53.2567 13.05 695 130.891 912.145 476.383
12 0 56.2681 12.7248 716 134.26 912.682 475.339
13 0 58.3207 13.2028 770 134.345 913.613 473.234
14 0 59.1987 13.1929 781 133.778 914.33 471.599
15 0 61.2676 13.1064 803 137.441 915.381 468.685
16 0 64.2916 12.9721 834 132.047 916.663 467.09
17 0 66.2913 13.3049 882 133.049 916.439 465.507
18 0 69.1929 13.2239 915 135.339 917.373 464.608
19 0 72.2241 13.0981 946 135.093 918.13 462.422
20 0 75.2158 13.2286 995 135.254 918.615 460.972
21 1 39.0844 10.8483 424 141.389 918.042 477.693
22 0 39.1713 11.4114 447 144.181 918.778 478.298
23 0 41.304 11.5969 479 148.672 920.532 477.15
24 0 44.3719 11.8093 524 144.441 921.273 477.071
25 0 46.3638 11.7333 544 146.064 921.746 475.73
26 0 48.4703 12.193 591 140.836 921.7 475.777
27 0 49.2662 12.0163 592 148.892 921.826 473.917
28 0 50.3286 11.9813 603 147.693 922.61 473.453
29 0 53.4218 12.5791 672 141.64 922.93 471.661
30 0 54.4474 12.3789 674 144.384 922.429 471.341
31 0 55.4427 12.4633 691 143.79 921.933 470.965
32 0 57.3225 12.7001 728 144.874 921.872 469.898
33 0 58.4667 12.8791 753 146.89 920.624 469.041
34 0 62.3339 12.7539 795 145.821 919.595 468.192
35 0 63.5322 12.8754 818 138.93 919.324 465.675
36 0 65.416 12.9021 844 142.557 918.719 464.782
37 0 67.575 13.2149 893 141.552 918.419 464.343
38 0 69.9924 12.8585 900 146.417 918.174 461.897
39 0 71.5586 13.206 945 148.259 917.923 460.758
40 0 74.8517 12.9723 971 144.951 917.783 458.671
41 0 77.9539 13.4567 1049 141.652 917.759 456.095
42 0 81.0002 12.9506 1049 146.121 917.207 453.91
43 0 85.785 12.7878 1097 141.778 916.471 453.991
44 0 87.7034 13.2264 1160 141.332 916.024 452.998
45 1 45.4494 11.6833 531 142.444 915.542 475.345
46 0 47.4221 11.9143 565 144.722 916.191 474.08
47 0 47.2997 12.2411 579 141.278 916.005 474.221
48 0 49.3168 12.2879 606 145.069 914.474 472.442
49 0 51.177 12.2711 628 143.03 914.264 471.384
50 0 53.3778 12.1399 648 143.364 915.218 471.347
51 0 56.3821 12.2734 692 143.676 914.65 470.049
52 0 56.3348 12.6565 713 139.024 915.153 469.781
53 0 58.6486 12.4982 733 144.042 914.731 468.514
54 0 60.3732 12.489 754 143.582 914.871 467.727
55 0 61.6661 12.5839 776 147.768 915.013 465.985
56 0 63.663 13.3358 849 127.892 915.009 465.02
57 0 63.6537 13.0707 832 137.13 915.446 463.573
58 0 66.6119 12.4302 828 143.228 915.568 462.736
59 0 69.586 13.1348 914 138.026 915.594 460.931
60 0 69.8763 13.4237 938 143.903 915.951 459.565
61 0 72.5885 13.2115 959 145.932 916.574 457.252
62 0 75.8163 13.2821 1007 145.751 916.842 456.262
63 0 75.7639 13.4365 1018 142.422 917.026 454.432
64 0 78.8964 13.3593 1054 147.295 917.243 453.885
65 0 82.692 13.3507 1104 145.899 918.123 453.355
66 0 85.499 13.2984 1137 147.007 917.682 451.88
67 0 88.4924 13.6848 1211 150.277 918.323 449.912
68 0 91.4485 13.3846 1224 142.957 918.909 448.445
69 0 93.3625 13.4744 1258 156.286 918.626 448.194
70 1 50.0995 11.1977 561 146.715 916.644 470.77
71 0 50.0463 12.0888 605 147.694 916.283 470.392
72 0 51.1417 11.9081 609 137.814 919.414 468.563
73 0 54.0653 11.8375 640 139.183 918.755 468.202
74 0 53.1273 12.2724 652 136.768 917.885 467.202
75 0 55.0823 12.1999 672 142.156 917.943 466.851
76 0 56.0653 12.4676 699 137.461 917.853 466.288
77 0 57.0453 12.2885 701 137.619 917.817 465.583
78 0 60.1706 12.4147 747 134.669 917.913 463.937
79 0 60.0752 12.8506 772 137.306 918.064 463.553
80 0 64.0511 11.9592 766 143 917.702 462.257
81 0 64.2119 12.3809 795 136.206 917.665 461.419
82 0 66.0754 12.1982 806 136.569 917.288 460.401
83 0 69.1398 12.9303 894 135.497 917.1 458.631
84 0 70.1844 12.7664 896 137.3 916.854 459.006
85 0 73.2888 12.4303 911 136.157 916.435 457.333
86 0 75.1409 12.4566 936 138.857 916.304 455.94
87 0 76.0804 12.9468 985 136.926 916.836 454.828
88 0 82.1695 12.5229 1029 133.553 916.239 453.312
89 0 83.2106 12.5825 1047 133.399 915.454 452.169
