index division length width area intensity CMx CMy
2263 0 76.1444 14.0391 1069 104.928 546.99 254.204
2264 0 78.0857 14.292 1116 102.117 546.939 255.433
2265 0 81.1278 14.3354 1163 107.566 547.518 256.623
2266 0 84.1142 13.9453 1173 109.751 546.995 258.785
2267 0 85.2103 14.1297 1204 106.326 546.821 259.542
2268 0 88.1549 14.1229 1245 114.689 547.528 261.169
2269 0 89.0917 14.4907 1291 116.621 547.201 262.366
2270 0 95.1958 13.8346 1317 114.304 546.497 264.588
2271 0 95.2473 14.5621 1387 116.588 546.103 265.72
2272 1 51.0611 11.7898 602 107.266 546.319 293.098
2273 0 54.0731 11.7618 636 107.805 546.077 295.67
2274 0 54.1015 12.1254 656 106.149 546.049 298.444
2275 0 57.2105 12.0957 692 105.292 545.377 300.919
2276 0 59.1863 11.7764 697 102.902 544.717 302.65
2277 0 59.111 11.9775 708 106.626 544.921 305.261
2278 0 65.1317 12.16 792 104.558 544.946 307.852
2279 0 71.138 11.8221 841 101.106 545.216 310.994
2280 0 67.0889 11.9692 803 103.472 544.395 316.694
2281 0 68.1169 12.229 833 108.006 545.419 321.513
2282 0 70.2841 12.7056 893 103.641 545.549 324.701
2283 0 74.1626 12.3378 915 102.98 544.907 328.021
2284 0 74.1626 12.3378 915 125.07 544.907 328.021
2285 0 49.0711 7.62159 374 109.537 545.088 355.695
2286 0 53.0275 7.1661 380 108.347 545.582 358.958
2287 0 57.0745 6.43019 367 112.635 545.828 361.504
2288 0 64.1352 6.12768 393 109.814 546.26 366.466
2289 0 70.1969 6.93762 487 112.185 545.437 367.505
2290 0 134.32 8.27127 1111 118.759 545.915 296.545
2291 1 46.0393 12.4893 575 107.802 545.824 333.765
2292 0 39.0969 7.34074 287 107.108 545.645 391.582
2293 0 42.1266 7.69111 324 113.833 544.654 395.247
2294 0 68.2571 7.6622 523 109.566 545.664 397.134
2295 0 74.2893 7.52464 559 113.315 545.379 399.453
2296 0 81.3334 8.12704 661 111.596 545.396 402.224
2297 0 86.2035 7.6795 662 107.36 545.077 406.923
2298 0 91.2435 7.81425 713 114.55 545.948 411.244
2299 0 92.3364 7.57014 699 113.258 545.781 418.489
2300 1 68.1992 11.3344 773 97.8189 545.713 431.814
2301 0 70.095 11.1563 782 100.478 545.701 437.701
2302 0 73.3522 11.3289 831 97.3574 545.348 441.901
2303 0 76.3103 11.8464 904 96.9823 545.486 440.949
2304 0 78.2113 11.6479 911 101.171 546.023 441.778
2305 0 86.2214 9.99752 862 105.865 546.085 438.472
2306 0 87.179 9.65829 842 102.631 546.056 438.236
2307 0 87.1611 10.842 945 102.335 545.677 436.443
2308 0 89.2159 11.0406 985 99.4355 545.704 434.972
2309 0 84.3374 8.76242 739 103.306 545.621 441.043
2310 1 47.4108 10.6938 507 99.5227 546.554 457.01
2311 0 48.2026 11.3064 545 99.6954 546.585 455.138
2312 0 48.348 10.7967 522 99.6207 546.669 454.061
2313 0 50.2628 11.0022 553 101.439 546.691 453.855
2314 0 51.1648 10.9646 561 104.734 547.18 453.205
2315 0 52.2265 11.0672 578 108.962 547.308 451.329
2316 0 55.1944 11.4142 630 106.154 547.73 452.487
2317 0 56.0863 11.0722 621 106.327 547.378 451.631
2318 0 58.0535 11.3344 658 107.315 547.602 449.891
2319 0 60.1266 11.2097 674 110.335 547.831 449.22
2320 0 63.1069 11.425 721 104.208 547.577 448.526
2321 0 65.0946 11.7368 764 107.616 548.296 447.856
2322 0 68.1037 11.7174 798 100.264 548.273 446.303
2323 0 69.1706 11.927 825 111.412 548.259 444.435
2324 0 69.1706 11.927 825 149.947 548.259 444.435
2325 1 38.0291 9.49274 361 113.645 548.377 460.402
2326 0 40.0261 10.3183 413 106.37 547.673 458.973
2327 0 39.1122 10.2525 401 116.464 548.412 458.688
2328 0 42.2808 10.5485 446 110.296 548.065 457.675
2329 0 44.1981 10.3398 457 108.171 547.958 457.079
2330 0 45.2853 10.5553 478 108.416 548.669 456.738
2331 0 44.2941 10.1594 450 115.28 548.962 456.249
2332 0 44.1443 10.3524 457 113.269 549.6 455.84
2333 0 48.2262 10.7825 520 105.592 549.363 454.45
2334 0 49.2635 10.3931 512 100.883 550.061 453.666
2335 0 51.1839 10.5502 540 102.994 549.87 453.583
2336 0 54.1702 10.5778 573 105.347 549.37 452.002
2337 0 55.1783 10.3845 573 106.934 550.211 451.511
2338 0 57.1973 10.6474 609 107.2 549.972 450.261
2339 0 58.1265 10.9072 634 108.823 549.552 448.656
2340 0 61.2165 10.5037 643 108.022 549.585 448.059
2341 0 62.3707 10.8545 677 105.347 549.375 446.858
2342 0 64.3012 11.1662 718 106.141 549.198 445.979
2343 0 68.2549 10.6512 727 103.707 549.725 445.336
2344 0 71.4231 10.8508 775 106.093 550.195 444.333
