index division length width area intensity CMx CMy
0 0 51.113 14.2234 727 168.531 632.084 333.744
1 0 54.1365 13.743 744 173.957 631.977 335.464
2 0 54.0628 14.4277 780 175.956 632.63 336.681
3 0 58.2108 14.0696 819 170.506 632.399 338.183
4 0 60.0982 14.077 846 172.301 631.405 339.792
5 0 61.0536 14.5282 887 173.015 630.493 340.86
6 0 64.0388 14.4131 923 174.315 630.088 342.173
7 0 66.1035 14.4924 958 175.429 629.842 343.641
8 0 68.0593 14.7665 1005 171.961 630.698 345.902
9 0 72.0969 14.5915 1052 169.44 630.175 347.913
10 0 74.0658 14.8247 1098 169.998 630.352 350.179
11 0 78.1204 14.7337 1151 171.505 630.448 352.684
12 0 81.354 14.5045 1180 179.524 631.13 354.897
13 0 85.1843 14.6506 1248 170.28 631.581 356.842
14 0 88.1869 14.4239 1272 173.412 632.263 358.789
15 0 90.1392 14.4554 1303 166.041 633.479 359.997
16 0 93.256 14.3047 1334 167.491 634.394 362.167
17 0 96.2213 14.4874 1394 173.505 635.296 364.214
18 0 99.1717 14.5707 1445 169.581 636.203 367.269
19 1 50.1311 13.2253 663 169.624 637.004 395.917
20 0 52.0952 13.3794 697 170.544 636.99 397.706
21 0 53.1162 13.7999 733 167.349 637.91 400.206
22 0 56.1272 13.6119 764 165.995 637.568 404.74
23 0 57.118 13.7085 783 166.908 637.816 408.257
24 0 59.0578 13.8 815 169.665 638.453 411.848
25 0 61.1314 13.5937 831 171.381 638.925 415.236
26 0 63.088 13.9171 878 162.352 639.026 418.319
27 0 66.1527 13.8921 919 173.584 639.508 421.949
28 0 67.0949 14.1889 952 175.111 639.506 426.216
29 0 71.1061 14.2463 1013 170.902 639.452 430.806
30 0 74.182 14.1005 1046 170.359 639.77 435.363
31 0 76.1876 13.913 1060 168.157 639.502 440.915
32 0 78.2709 13.926 1090 170.481 639.216 445.648
33 0 82.1726 13.9219 1144 168.302 638.23 451.001
34 0 85.2008 13.8496 1180 164.55 637.373 456.403
35 1 40.0352 12.2143 489 166.129 636.667 485.642
36 0 44.1082 12.288 542 167.295 637.044 484.987
37 0 44.0678 12.5035 551 165.483 636.938 486.147
38 0 46.2198 12.3107 569 165.787 636.195 486.267
39 0 48.2174 12.5473 605 170.051 635.721 484.998
40 0 49.3101 12.8168 632 167.35 634.866 483.63
41 0 52.1855 12.5705 656 175.098 633.811 482.276
42 0 52.117 12.8365 669 168.664 633.572 481.076
43 0 54.2634 12.9553 703 167.245 633.982 479.963
44 0 56.1253 13.2382 743 173.471 633.658 478.859
45 0 58.121 13.0762 760 165.291 633.49 478.078
46 0 60.1375 13.2031 794 167.942 633.297 477.365
47 0 62.124 12.9258 803 167.169 633.433 477.086
48 0 63.0752 13.2223 834 166.405 632.815 476.239
49 0 64.1414 13.1117 841 172.999 632.424 475.633
50 0 66.0746 13.3183 880 164.397 632.099 473.275
51 0 69.1071 13.3127 920 161.536 633.22 472.987
52 0 71.2396 13.3072 948 162.303 633.095 471.582
53 0 73.2411 13.3532 978 157.821 633.445 470.505
54 0 76.2387 12.9724 989 164.021 633.459 469.87
55 0 78.1658 13.2667 1037 162.467 633.402 467.335
56 0 82.1346 13.2222 1086 161.124 633.582 466.091
57 0 84.1659 13.0694 1100 163.049 633.946 464.578
58 0 86.2573 13.1003 1130 163.919 634.011 464.79
59 0 89.3285 12.9634 1158 156.04 634.377 463.356
60 0 92.3634 13.4577 1243 155.751 634.446 461.924
61 0 95.4592 13.2308 1263 162.807 634.313 460.444
62 1 50.081 12.34 618 158.55 634.159 481.045
63 0 53.1886 12.4087 660 163.538 634.108 480.361
64 0 54.1306 13.0425 706 161.822 634.329 479.126
65 0 55.0884 12.725 701 160.297 634.418 478.812
66 0 58.1785 12.4788 726 163.135 634.774 478.72
67 0 58.2301 13.1375 765 153.578 634.596 477.068
68 0 61.1191 12.8765 787 156.431 635.266 475.896
69 0 64.3525 12.9754 835 160.195 635.907 474.873
70 0 66.1756 12.9806 859 160.112 635.689 474.086
71 0 67.3638 12.5735 847 161.499 635.536 473.654
72 0 70.3049 13.0432 917 158.036 635.602 472.147
73 0 71.3094 13.757 981 157.351 635.498 470.277
74 0 74.4641 13.3487 994 160.196 635.381 470.044
75 0 78.2618 13.3782 1047 162.681 635.444 467.212
76 0 80.4398 13.5008 1086 162.066 634.812 467.164
77 0 83.3417 13.7866 1149 162.802 634.51 464.355
78 0 84.442 13.9386 1177 160.562 634.392 463.544
79 0 89.4928 13.5318 1211 155.836 634.467 462.264
80 0 92.5285 13.6823 1266 163.825 634.423 460.701
81 0 95.4219 13.5399 1292 147.713 633.909 459.195
82 0 98.4287 12.9739 1277 163.854 634.178 458
83 1 50.2791 12.0129 604 164.975 633.046 480.323
84 0 52.3677 12.4695 653 153.345 633.253 479.917
85 0 53.3133 12.7173 678 160.934 633.289 479.844
86 0 54.1745 12.5889 682 162.314 633.179 478.491
87 0 57.3968 12.5094 718 162.366 632.592 478.432
88 0 58.28 12.6802 739 159.195 632.046 477.436
89 0 61.2402 12.5898 771 159.61 631.585 475.603
90 0 63.255 12.8686 814 157.533 631.964 474.002
91 0 65.2783 12.822 837 155.257 631.804 473.033
92 0 68.3015 12.7523 871 154.994 631.944 472.239
93 0 70.3976 13.0402 918 155.527 632.403 470.666
94 0 72.5219 12.5204 908 154.968 633.013 470.546
95 0 74.4409 13.0036 968 155.638 633.097 469.223
96 0 77.3679 12.628 977 158.12 632.943 468.754
97 0 78.3679 13.0028 1019 158.532 633.228 466.591
98 0 80.3654 13.1151 1054 155.27 633.563 464.988
99 0 85.367 12.8035 1093 152.499 633.3 463.206
100 1 44.2905 11.0182 488 152.359 633.824 483.203
101 0 45.1685 11.2025 506 158.974 633.749 483.215
102 0 46.158 11.6339 537 149.829 633.069 483.577
103 0 48.1596 12.1679 586 150.005 633.092 482.638
104 0 50.1248 11.8704 595 148.383 633.215 481.852
105 0 50.1879 11.9351 599 153.998 633.326 479.835
106 0 52.1063 12.1099 631 147.824 633.181 479.631
107 0 54.1692 12.0733 654 147.144 633.138 479.145
108 0 55.2505 12.2714 678 147.91 633.279 478.58
109 0 57.0768 12.4394 710 141.838 633.308 478.234
110 0 59.2691 12.6373 749 148.816 634.481 476.358
111 0 60.0707 12.5685 755 151.359 635.098 475.319
112 0 64.0817 12.3904 794 143.338 634.594 472.89
113 0 65.1402 12.6189 822 148.67 634.42 471.682
114 0 68.2141 12.5194 854 152.31 633.758 471
115 0 70.2167 12.6181 886 151.647 633.696 469.843
116 0 73.204 12.6359 925 152.572 633.584 467.828
117 0 75.0735 13.0406 979 145.887 633.541 467.515
118 0 77.2019 12.8494 992 147.19 633.897 466.523
119 0 80.2315 12.9625 1040 152.949 633.721 466.054
120 0 82.1458 13.4152 1102 144.502 633.388 463.889
121 0 85.2415 13.2682 1131 147.004 634.426 462.271
122 0 89.1814 13.0296 1162 149.838 634.667 461.364
123 0 92.1888 13.5483 1249 142.54 634.516 458.218
124 0 94.224 13.3724 1260 141.554 634.398 456.78
125 0 98.2524 13.3228 1309 141.671 635.163 455.215
126 0 100.251 13.2568 1329 151.048 634.969 452.948
127 0 103.333 13.1033 1354 143.054 634.233 450.935
128 0 108.337 13.3472 1446 143.348 635.226 448.771
129 0 113.5 13.3216 1512 146.628 635.138 447.124
130 0 117.484 13.3721 1571 155.755 634.979 445.016
131 0 121.56 13.4255 1632 157.8 634.789 444.164
132 1 61.3258 11.4634 703 152.196 635.397 474.196
133 0 62.2238 11.9247 742 151.282 634.478 472.721
134 0 66.1749 12.1647 805 149.296 634.251 471.478
135 0 67.139 12.2581 823 147.286 634.265 470.395
136 0 70.0719 13.058 915 145.124 634.876 469.387
137 0 71.0904 13.0116 925 151.986 635.061 469.61
138 0 74.1206 13.2622 983 145.866 635.185 467.717
139 0 77.1115 12.7997 987 152.099 635.144 465.997
140 0 78.1304 13.3239 1041 148.964 635.373 464.826
141 0 81.1643 12.8258 1041 148.955 635.546 463.714
142 0 84.1605 13.3198 1121 143.712 635.853 461.572
143 0 86.2568 13.4134 1157 152.924 635.709 460.522
144 0 88.1525 13.3519 1177 141.158 636.127 458.721
145 0 93.1406 13.1951 1229 150.334 636.753 456.689
146 0 96.2679 13.2858 1279 144.632 637.288 455.579
147 0 99.2323 12.9595 1286 146.124 637.528 453.657
148 0 104.322 12.9887 1355 147.742 637.704 451.425
149 1 56.1081 11.7808 661 144.085 637.905 473.599
150 0 58.1718 11.827 688 147.625 638.328 473.85
151 0 59.2355 12.4081 735 143.562 638.361 471.479
152 0 61.129 12.8581 786 140.983 638.262 470.145
153 0 64.0477 12.5375 803 140.524 638.365 468.54
154 0 66.2563 12.5422 831 140.189 639.016 468.479
155 0 68.1734 12.4535 849 142.005 638.989 467.203
156 0 71.1423 12.5664 894 135.001 639.162 466.032
157 0 73.3456 12.707 932 132.956 639.072 464.134
158 0 76.1294 13.2406 1008 138.431 638.993 463.046
159 0 79.259 13.0711 1036 145.766 639.268 460.909
160 0 81.1288 12.9054 1047 145.532 639.17 460.53
161 0 84.1896 13.2083 1112 146.481 639.438 457.515
162 0 85.244 13.0918 1116 147.281 639.336 457.291
163 0 88.2686 13.3343 1177 137.965 639.544 455.048
164 0 92.2209 12.8713 1187 150.014 639.787 455.031
165 0 95.2493 13.113 1249 148.483 640.045 452.545
166 1 49.1071 11.0982 545 142.33 639.688 474.558
167 0 52.0958 11.9204 621 147.82 639.38 473.024
168 0 53.1033 12.5416 666 142.895 640.258 472.101
169 0 55.2281 12.0229 664 144.143 640.431 472.087
170 0 56.192 12.3505 694 145.523 640.143 470.618
171 0 57.2889 12.0791 692 151.001 640.354 469.555
172 0 58.1835 12.7699 743 144.351 640.059 468.778
173 0 61.1163 12.4517 761 143.879 640.066 468.138
174 0 64.4088 12.5449 808 144.905 640.752 467.743
