index division length width area intensity CMx CMy
3216 0 68.1249 13.8716 945 116.731 1099.63 284.28
3217 0 70.1099 13.2791 931 111.924 1099.53 283.626
3218 0 72.1449 13.459 971 117.571 1099.49 284.777
3219 0 73.0568 13.291 971 115.935 1099.4 285.013
3220 0 76.1531 13.8799 1057 112.795 1098.93 286.774
3221 0 80.1359 13.8016 1106 104.499 1099.35 286.653
3222 0 81.0956 13.7862 1118 113.78 1099.29 287.081
3223 0 82.072 13.7806 1131 115.162 1099.57 287.584
3224 0 87.1462 13.3913 1167 109.498 1099.56 287.634
3225 0 91.1285 13.7279 1251 111.133 1100.13 289.95
3226 0 94.1155 14.2697 1343 113.803 1100.03 290.342
3227 0 97.1467 13.9789 1358 114.133 1100.06 291.571
3228 1 49.0487 11.4172 560 110.15 1099.48 315.932
3229 0 48.0674 11.4631 551 113.907 1099.15 317.967
3230 0 53.0925 11.6589 619 112.289 1099.86 319.641
3231 0 55.1391 11.1536 615 110.556 1099.59 321.92
3232 0 56.0501 11.9357 669 107.073 1100.36 323.9
3233 0 58.1026 12.0821 702 117.943 1099.84 325.321
3234 0 60.0378 11.8259 710 111.463 1100.32 326.799
3235 0 57.0637 11.7938 673 116.158 1100.41 328.504
3236 0 57.0637 11.7938 673 119.475 1101.41 328.504
3237 0 64.1157 12.2123 783 103.363 1100.33 332.705
3238 0 66.0638 12.4274 821 110.96 1100.35 334.074
3239 0 68.0584 12.2101 831 110.61 1100.6 335.415
3240 0 68.1765 11.3822 776 113.095 1100.48 338.675
3241 0 70.2045 11.6517 818 116.011 1100.64 340.289
3242 0 77.3709 12.3173 953 104.651 1100.46 342.604
3243 0 80.2193 13.862 1112 103.711 1100.95 345.796
3244 0 84.41 14.0623 1187 106.403 1100.87 346.984
3245 0 87.4666 14.154 1238 105.412 1100.81 350.028
3246 0 88.4033 14.3773 1271 102.175 1101.16 349.968
3247 0 91.4489 13.472 1232 111.282 1100.87 353.23
3248 1 51.2312 11.2041 574 108.341 1100.95 379.493
3249 0 52.22 11.7771 615 108.433 1101.21 383.302
3250 0 54.0624 12.726 688 105.751 1101.77 385.599
3251 0 55.075 12.9823 715 106.29 1102.47 388.876
3252 0 57.0992 12.7673 729 118.333 1102.74 392.513
3253 0 58.0901 12.8421 746 117.295 1102.16 395.532
3254 0 61.1392 12.3489 755 119.38 1101.87 400.216
3255 0 62.3112 13.0635 814 111.398 1101.87 405.125
3256 0 65.2211 13.0326 850 111.889 1101.8 408.224
3257 0 68.3586 12.7124 869 110.397 1100.59 413.831
3258 0 70.3434 12.7091 894 102.331 1100.2 417.723
3259 0 72.2613 13.0499 943 105.185 1100.56 422.311
3260 0 74.4906 13.2231 985 99.5695 1101.08 425.623
3261 0 75.4112 11.8285 892 109.277 1100.37 428.777
3262 0 78.5289 12.6196 991 107.012 1100.48 433.524
3263 0 82.7384 13.3191 1102 99.3131 1100.49 440.823
3264 1 43.6161 10.409 454 100.352 1099.95 467.612
3265 0 43.3484 10.1734 441 97.898 1100.64 473.118
3266 0 46.2397 11.6566 539 92.6679 1100.28 479.234
3267 0 47.4905 11.2865 536 94.291 1100.2 485.707
3268 0 48.1798 11.1665 538 92.132 1100.53 490.221
3269 0 49.3337 11.5742 571 98.8476 1100.64 489.054
3270 0 49.6008 11.5119 571 94.6515 1100.46 489.429
3271 0 52.4346 11.2712 591 97.8139 1100.16 487.645
3272 0 54.4582 10.5035 572 95.5612 1099.83 487.044
3273 0 56.4014 11.365 641 88.61 1099.68 486.236
3274 0 57.4739 11.1877 643 90.7061 1099.46 484.848
3275 0 59.3312 11.2083 665 94.9729 1099.24 485.018
3276 0 60.4175 10.9902 664 92.9819 1099.56 483.857
3277 1 122.438 11.2547 1378 106.009 1099.47 447.779
3278 0 131.736 11.7128 1543 99.9119 1099.65 445.307
3279 0 131.318 11.7272 1540 101.757 1099.49 444.206
3280 1 110.348 8.80846 972 105.721 1099.17 456.798
3281 0 111.376 8.45781 942 102.438 1099.1 457.955
3282 0 111.345 7.86744 876 96.3813 1098.87 458.349
3283 0 110.362 7.32136 808 97.9134 1098.75 459.86
3284 1 80.2252 8.40135 674 94.3116 1098.63 474.501
3285 0 81.2777 8.02189 652 98.8298 1097.96 475.067
3286 0 81.2507 9.403 764 99.5471 1098.14 474.034
3287 0 83.2165 10.5628 879 93.0171 1098.06 472.801
3288 0 86.2831 10.5351 909 100.993 1098.14 473.046
3289 0 84.4417 10.7056 904 100.679 1097.9 471.247
