intercept,slope,std_error,variable,lineage,kind
1.4103616498688005,0.3113578915974445,0.0675824612972682,div_then_fold,1.0,Trace
1.1769500728232094,0.2685014446548557,0.104702943060552,div_and_fold,1.0,Trace
1.188816094162503,0.5212807788921043,0.04191817656426812,fold_then_div,1.0,Trace
1.2247731729208562,0.18755739276009645,0.11009356999610447,fold_growth,1.0,Trace
0.6209708855369395,0.7083854973963657,0.08727644151427201,division_ratio,1.0,Trace
1.3077708019182688,0.4618641988075883,0.05239257624262006,added_length,1.0,Trace
1.1900234720111385,0.665708414027406,0.048878938541549025,generationtime,1.0,Trace
1.3462250295221827,0.7903918109446884,0.06627486884520943,length_birth,1.0,Trace
1.4398367248544812,0.8241441400679635,0.07407271593909809,length_final,1.0,Trace
1.210167279989428,1.009898509005018,0.05221325918893676,growth_rate,1.0,Trace
0.9511662257473479,0.33494308646396387,0.03079384848497617,div_then_fold,2.0,Trace
0.9879771170746838,0.4058497211122157,0.02675602406511839,div_and_fold,2.0,Trace
0.7926196353388063,0.5281483226031959,0.03680329058018051,fold_then_div,2.0,Trace
1.002881791508594,0.6919627200057974,0.02755913951111983,fold_growth,2.0,Trace
1.500195371296683,1.153210041485585,0.05229934623934419,division_ratio,2.0,Trace
2.176110106510809,0.01772250427792085,0.10500090568126921,added_length,2.0,Trace
1.184817192025674,0.3088508557444349,0.05516928563035192,generationtime,2.0,Trace
1.4277130805497704,1.142173353164086,0.06859973445458512,length_birth,2.0,Trace
2.001006672430263,0.7334743684035384,0.1036753279641508,length_final,2.0,Trace
1.1143786002463076,0.8829536117349998,0.03258888078817347,growth_rate,2.0,Trace
0.942585021111477,0.26021259630544685,0.05637663479747706,div_then_fold,3.0,Trace
0.9454702562643563,0.18498900483949055,0.06508630787875977,div_and_fold,3.0,Trace
1.0385694639146223,0.4903084676552156,0.041519978718477464,fold_then_div,3.0,Trace
0.9871652234600405,0.3315149350195535,0.06722097130715314,fold_growth,3.0,Trace
0.6785744343355327,0.6666029347713961,0.08890520805207651,division_ratio,3.0,Trace
1.0489647179206385,0.30099211265643305,0.05167019047903646,added_length,3.0,Trace
1.0150551615271524,0.33413722512869287,0.052364166218155116,generationtime,3.0,Trace
1.4646370717365493,0.8647686307799337,0.13834310517853293,length_birth,3.0,Trace
1.375279298294499,0.792564553725921,0.1457692578864642,length_final,3.0,Trace
1.1198873215385237,0.5982422382497131,0.09886975717324901,growth_rate,3.0,Trace
0.8493467692828109,0.3036007581758926,0.03879828841038564,div_then_fold,4.0,Trace
1.1226750695062127,0.2547508701020802,0.05285629917228046,div_and_fold,4.0,Trace
1.3768074306616946,0.05120158179668773,0.0898263322301451,fold_then_div,4.0,Trace
1.57385239985502,0.36822504777102943,0.042665963152892325,fold_growth,4.0,Trace
1.786867098018504,0.5927705435565811,0.054685226163618435,division_ratio,4.0,Trace
1.4504518971854832,0.2453901612899697,0.044826402409343144,added_length,4.0,Trace
2.178148270820611,0.4731458331382218,0.085690421409046,generationtime,4.0,Trace
1.7370639988684635,0.6398708055107961,0.04871973891361157,length_birth,4.0,Trace
1.3425633233175212,0.5451151315135022,0.04793411849795575,length_final,4.0,Trace
1.9880198040004369,0.5319884755187672,0.08472170233187684,growth_rate,4.0,Trace
1.9441012262243071,0.19714602089710453,0.050878193320965076,div_then_fold,5.0,Trace
2.363607062410635,0.2840091457052536,0.10190746579863408,div_and_fold,5.0,Trace
1.083935447913886,0.1970609143620238,0.03401544099735046,fold_then_div,5.0,Trace
5.529071888174685,0.3290994511872362,0.13005193798082165,fold_growth,5.0,Trace
11.053002385443378,0.38691381105816397,0.15697287905000368,division_ratio,5.0,Trace
7.933509259493092,0.27072040128994906,0.16906449428523052,added_length,5.0,Trace
0.6958184069924491,0.9664369299577109,0.020212108636865903,generationtime,5.0,Trace
9.47460443700712,0.1808235504408716,0.10750006240212628,length_birth,5.0,Trace
16.8568213829192,0.11981468338791647,0.20170106462444248,length_final,5.0,Trace
4.539056412096871,0.5795362269917508,0.08628604553933084,growth_rate,5.0,Trace
1.4345672402437641,0.07628410908568524,0.06638149843099657,div_then_fold,6.0,Trace
0.9512746312360045,0.5231194513033072,0.03735403275843971,div_and_fold,6.0,Trace
2.2087855514924555,-0.02942191291356568,0.07552782725655686,fold_then_div,6.0,Trace
2.0128882740717287,0.227870625433962,0.06957654211575734,fold_growth,6.0,Trace
3.1126902184467005,0.2149337913398584,0.07579385515495601,division_ratio,6.0,Trace
1.9157618085701997,0.3006542226611612,0.04643528690775156,added_length,6.0,Trace
4.290202608051416,0.39619914632151704,0.1055005778972936,generationtime,6.0,Trace
3.1064529995850214,0.6472371476928673,0.06877604240005572,length_birth,6.0,Trace
2.7944046591915956,0.6419575446511888,0.06712796882896396,length_final,6.0,Trace
2.5453941554352553,0.2321011226975934,0.05159452483186919,growth_rate,6.0,Trace
1.4061779005281227,0.12652049554138275,0.031831582614601776,div_then_fold,7.0,Trace
1.4163364167930872,0.1699954022043476,0.028346685024189057,div_and_fold,7.0,Trace
0.9745086993038665,0.2089726085998655,0.03200084867232423,fold_then_div,7.0,Trace
2.1220234123705164,0.33222662529188673,0.042932247867964415,fold_growth,7.0,Trace
4.02483023675654,0.2376527664770468,0.07979015628256006,division_ratio,7.0,Trace
3.854820126239914,0.031711794936804094,0.08191606331641943,added_length,7.0,Trace
1.174278452729118,0.789900284154844,0.034291355524025145,generationtime,7.0,Trace
2.0123219194587256,0.6860490527240943,0.0385843893765227,length_birth,7.0,Trace
3.1985744359705692,0.3714839590302969,0.05420444490426099,length_final,7.0,Trace
