div_and_fold,fold_growth,division_ratio,added_length,generationtime,length_birth,length_final,growth_rate,dataset,trap_ID,trace,lineage_ID,generation
,-0.17609391230531207,,-0.37364983753427716,-0.09999999999999992,0.6126818808604959,0.23903204332621808,-0.08708068633758703,SL,1,A,1.0,0.0
0.003363198073195295,-0.010736221991640815,0.008701371558819004,0.060936583397323885,-0.04999999999999993,0.1614442274129706,0.22238081081029382,0.15525971234687486,SL,1,A,1.0,1.0
0.01292359961209616,0.08177746301809674,-0.049519476101727466,0.19999083435985088,-0.050000000000000044,-0.11994763150252741,0.0800432028573228,0.386543924871219,SL,1,A,1.0,2.0
0.04536025175985703,0.09029716086764383,-0.011816396667144957,0.3737445258079728,2.220446049250313e-16,-0.02162672745772598,0.35211779835024615,0.20080378364726315,SL,1,A,1.0,3.0
-0.04269193152359296,-0.10165423306726307,0.01863806432419457,-0.27080667668999703,-0.09999999999999987,0.2732717039084305,0.0024650272184327804,0.12560411148540984,SL,1,A,1.0,4.0
-0.025736718511509604,-0.09436103993743938,0.041373209039260006,-0.26149868524621467,-0.050000000000000044,0.17272697452906938,-0.08877171071714596,-0.05380233251762134,SL,1,A,1.0,5.0
-0.03115532570541779,-0.09763827574816042,0.03517805994879497,-0.3253569989138032,-0.050000000000000044,0.0910014255236109,-0.23435557339019297,-0.061995422044423876,SL,1,A,1.0,6.0
-0.0063459435701013756,0.08167332492979529,-0.0756034826308088,0.01050895516041872,0.15000000000000058,-0.4622681577471264,-0.4517592025867083,-0.2276480479447971,SL,1,A,1.0,7.0
0.06146349581241184,0.1687000819045421,-0.04428466803106379,0.3380376255715054,0.09999999999999987,-0.442039046213619,-0.10400142064211426,0.042206351572064316,SL,1,A,1.0,8.0
0.06110652668522443,0.19777718958984958,-0.0622299451061718,0.5363312452261921,0.050000000000000044,-0.34123884175956354,0.19509240346662793,0.25013233241341704,SL,1,A,1.0,9.0
