param1,param2,variable,n,generation,gamma_ta,label,pearson
div_then_fold,div_then_fold,$\overline{f_n e^{\phi_{n+1}}}$,48,NA,0.006560778033795725,Trace,1.0
div_then_fold,div_and_fold,"($\overline{f_n e^{\phi_{n+1}}}$, $\overline{f_n e^{\phi_{n}}}$)",48,NA,0.004189381638996281,Trace,0.7052608828760587
div_then_fold,fold_then_div,"($\overline{f_n e^{\phi_{n+1}}}$, $\overline{f_{n+1} e^{\phi_n}}$)",48,NA,0.0035590302578592742,Trace,0.42825967064564974
div_then_fold,fold_growth,"($\overline{f_n e^{\phi_{n+1}}}$, $\overline{\phi}$)",48,NA,0.004225855385747944,Trace,0.44242085865864295
div_then_fold,division_ratio,"($\overline{f_n e^{\phi_{n+1}}}$, $\overline{f}$)",48,NA,-0.0012686812539409913,Trace,-0.10612620847500201
div_then_fold,added_length,"($\overline{f_n e^{\phi_{n+1}}}$, $\overline{\Delta}$)",48,NA,0.003247044329696591,Trace,0.049914690196914496
div_then_fold,generationtime,"($\overline{f_n e^{\phi_{n+1}}}$, $\overline{\tau}$)",48,NA,0.007917324220258625,Trace,0.40243232510573046
div_then_fold,length_birth,"($\overline{f_n e^{\phi_{n+1}}}$, $\overline{x_0}$)",48,NA,-0.0021049134532546577,Trace,-0.206325817191755
div_then_fold,length_final,"($\overline{f_n e^{\phi_{n+1}}}$, $\overline{x_\tau}$)",48,NA,0.0015090142945667561,Trace,-0.0873339657301143
div_then_fold,growth_rate,"($\overline{f_n e^{\phi_{n+1}}}$, $\overline{\alpha}$)",48,NA,-0.007124104752044223,Trace,-0.32649129944246374
div_then_fold,div_then_fold,$\overline{f_n e^{\phi_{n+1}}}$,48,NA,0.006560778033795725,Trace,1.0
div_then_fold,div_and_fold,"($\overline{f_n e^{\phi_{n+1}}}$, $\overline{f_n e^{\phi_{n}}}$)",48,NA,0.004189381638996281,Trace,0.7052608828760587
div_then_fold,fold_then_div,"($\overline{f_n e^{\phi_{n+1}}}$, $\overline{f_{n+1} e^{\phi_n}}$)",48,NA,0.0035590302578592742,Trace,0.42825967064564974
div_then_fold,fold_growth,"($\overline{f_n e^{\phi_{n+1}}}$, $\overline{\phi}$)",48,NA,0.004225855385747944,Trace,0.44242085865864295
div_then_fold,division_ratio,"($\overline{f_n e^{\phi_{n+1}}}$, $\overline{f}$)",48,NA,-0.0012686812539409913,Trace,-0.10612620847500201
div_then_fold,added_length,"($\overline{f_n e^{\phi_{n+1}}}$, $\overline{\Delta}$)",48,NA,0.003247044329696591,Trace,0.049914690196914496
div_then_fold,generationtime,"($\overline{f_n e^{\phi_{n+1}}}$, $\overline{\tau}$)",48,NA,0.007917324220258625,Trace,0.40243232510573046
div_then_fold,length_birth,"($\overline{f_n e^{\phi_{n+1}}}$, $\overline{x_0}$)",48,NA,-0.0021049134532546577,Trace,-0.206325817191755
div_then_fold,length_final,"($\overline{f_n e^{\phi_{n+1}}}$, $\overline{x_\tau}$)",48,NA,0.0015090142945667561,Trace,-0.0873339657301143
div_then_fold,growth_rate,"($\overline{f_n e^{\phi_{n+1}}}$, $\overline{\alpha}$)",48,NA,-0.007124104752044223,Trace,-0.32649129944246374
div_and_fold,div_and_fold,$\overline{f_n e^{\phi_{n}}}$,48,NA,0.006714089784659043,Trace,1.0
div_and_fold,fold_then_div,"($\overline{f_n e^{\phi_{n}}}$, $\overline{f_{n+1} e^{\phi_n}}$)",48,NA,0.003598213282554501,Trace,0.4283296587335733
div_and_fold,fold_growth,"($\overline{f_n e^{\phi_{n}}}$, $\overline{\phi}$)",48,NA,0.008044753454303473,Trace,0.6902928246568275
div_and_fold,division_ratio,"($\overline{f_n e^{\phi_{n}}}$, $\overline{f}$)",48,NA,-0.008423214750889958,Trace,-0.32546449309500003
div_and_fold,added_length,"($\overline{f_n e^{\phi_{n}}}$, $\overline{\Delta}$)",48,NA,0.004633602219186884,Trace,0.14297670439223034
div_and_fold,generationtime,"($\overline{f_n e^{\phi_{n}}}$, $\overline{\tau}$)",48,NA,0.008355413062362876,Trace,0.3495013205649407
div_and_fold,length_birth,"($\overline{f_n e^{\phi_{n}}}$, $\overline{x_0}$)",48,NA,-0.00642509715740898,Trace,-0.25781973509727163
div_and_fold,length_final,"($\overline{f_n e^{\phi_{n}}}$, $\overline{x_\tau}$)",48,NA,0.00016491641661052335,Trace,-0.06872962118778758
div_and_fold,growth_rate,"($\overline{f_n e^{\phi_{n}}}$, $\overline{\alpha}$)",48,NA,-0.001105419506081202,Trace,-0.14910749702946235
div_then_fold,div_then_fold,$\overline{f_n e^{\phi_{n+1}}}$,48,NA,0.006560778033795725,Trace,1.0
div_then_fold,div_and_fold,"($\overline{f_n e^{\phi_{n+1}}}$, $\overline{f_n e^{\phi_{n}}}$)",48,NA,0.004189381638996281,Trace,0.7052608828760587
div_then_fold,fold_then_div,"($\overline{f_n e^{\phi_{n+1}}}$, $\overline{f_{n+1} e^{\phi_n}}$)",48,NA,0.0035590302578592742,Trace,0.42825967064564974
div_then_fold,fold_growth,"($\overline{f_n e^{\phi_{n+1}}}$, $\overline{\phi}$)",48,NA,0.004225855385747944,Trace,0.44242085865864295
div_then_fold,division_ratio,"($\overline{f_n e^{\phi_{n+1}}}$, $\overline{f}$)",48,NA,-0.0012686812539409913,Trace,-0.10612620847500201
div_then_fold,added_length,"($\overline{f_n e^{\phi_{n+1}}}$, $\overline{\Delta}$)",48,NA,0.003247044329696591,Trace,0.049914690196914496
div_then_fold,generationtime,"($\overline{f_n e^{\phi_{n+1}}}$, $\overline{\tau}$)",48,NA,0.007917324220258625,Trace,0.40243232510573046
div_then_fold,length_birth,"($\overline{f_n e^{\phi_{n+1}}}$, $\overline{x_0}$)",48,NA,-0.0021049134532546577,Trace,-0.206325817191755
div_then_fold,length_final,"($\overline{f_n e^{\phi_{n+1}}}$, $\overline{x_\tau}$)",48,NA,0.0015090142945667561,Trace,-0.0873339657301143
div_then_fold,growth_rate,"($\overline{f_n e^{\phi_{n+1}}}$, $\overline{\alpha}$)",48,NA,-0.007124104752044223,Trace,-0.32649129944246374
div_and_fold,div_and_fold,$\overline{f_n e^{\phi_{n}}}$,48,NA,0.006714089784659043,Trace,1.0
div_and_fold,fold_then_div,"($\overline{f_n e^{\phi_{n}}}$, $\overline{f_{n+1} e^{\phi_n}}$)",48,NA,0.003598213282554501,Trace,0.4283296587335733
div_and_fold,fold_growth,"($\overline{f_n e^{\phi_{n}}}$, $\overline{\phi}$)",48,NA,0.008044753454303473,Trace,0.6902928246568275
div_and_fold,division_ratio,"($\overline{f_n e^{\phi_{n}}}$, $\overline{f}$)",48,NA,-0.008423214750889958,Trace,-0.32546449309500003
div_and_fold,added_length,"($\overline{f_n e^{\phi_{n}}}$, $\overline{\Delta}$)",48,NA,0.004633602219186884,Trace,0.14297670439223034
div_and_fold,generationtime,"($\overline{f_n e^{\phi_{n}}}$, $\overline{\tau}$)",48,NA,0.008355413062362876,Trace,0.3495013205649407
div_and_fold,length_birth,"($\overline{f_n e^{\phi_{n}}}$, $\overline{x_0}$)",48,NA,-0.00642509715740898,Trace,-0.25781973509727163
div_and_fold,length_final,"($\overline{f_n e^{\phi_{n}}}$, $\overline{x_\tau}$)",48,NA,0.00016491641661052335,Trace,-0.06872962118778758
div_and_fold,growth_rate,"($\overline{f_n e^{\phi_{n}}}$, $\overline{\alpha}$)",48,NA,-0.001105419506081202,Trace,-0.14910749702946235
fold_then_div,fold_then_div,$\overline{f_{n+1} e^{\phi_n}}$,48,NA,0.009585060513871044,Trace,1.0
fold_then_div,fold_growth,"($\overline{f_{n+1} e^{\phi_n}}$, $\overline{\phi}$)",48,NA,0.005264367772814511,Trace,0.40803538364270475
fold_then_div,division_ratio,"($\overline{f_{n+1} e^{\phi_n}}$, $\overline{f}$)",48,NA,0.0026595895768037597,Trace,0.09920722636874296
fold_then_div,added_length,"($\overline{f_{n+1} e^{\phi_n}}$, $\overline{\Delta}$)",48,NA,0.008267144051957633,Trace,0.3013634785197536
fold_then_div,generationtime,"($\overline{f_{n+1} e^{\phi_n}}$, $\overline{\tau}$)",48,NA,0.0042027488191397925,Trace,0.16497457238713484
fold_then_div,length_birth,"($\overline{f_{n+1} e^{\phi_n}}$, $\overline{x_0}$)",48,NA,0.0039493653139711805,Trace,0.054709108114457256
fold_then_div,length_final,"($\overline{f_{n+1} e^{\phi_n}}$, $\overline{x_\tau}$)",48,NA,0.009252168916588864,Trace,0.1808413084221741
fold_then_div,growth_rate,"($\overline{f_{n+1} e^{\phi_n}}$, $\overline{\alpha}$)",48,NA,0.0003410952598230833,Trace,-0.0759188520805621
div_then_fold,div_then_fold,$\overline{f_n e^{\phi_{n+1}}}$,48,NA,0.006560778033795725,Trace,1.0
div_then_fold,div_and_fold,"($\overline{f_n e^{\phi_{n+1}}}$, $\overline{f_n e^{\phi_{n}}}$)",48,NA,0.004189381638996281,Trace,0.7052608828760587
div_then_fold,fold_then_div,"($\overline{f_n e^{\phi_{n+1}}}$, $\overline{f_{n+1} e^{\phi_n}}$)",48,NA,0.0035590302578592742,Trace,0.42825967064564974
div_then_fold,fold_growth,"($\overline{f_n e^{\phi_{n+1}}}$, $\overline{\phi}$)",48,NA,0.004225855385747944,Trace,0.44242085865864295
div_then_fold,division_ratio,"($\overline{f_n e^{\phi_{n+1}}}$, $\overline{f}$)",48,NA,-0.0012686812539409913,Trace,-0.10612620847500201
div_then_fold,added_length,"($\overline{f_n e^{\phi_{n+1}}}$, $\overline{\Delta}$)",48,NA,0.003247044329696591,Trace,0.049914690196914496
div_then_fold,generationtime,"($\overline{f_n e^{\phi_{n+1}}}$, $\overline{\tau}$)",48,NA,0.007917324220258625,Trace,0.40243232510573046
div_then_fold,length_birth,"($\overline{f_n e^{\phi_{n+1}}}$, $\overline{x_0}$)",48,NA,-0.0021049134532546577,Trace,-0.206325817191755
div_then_fold,length_final,"($\overline{f_n e^{\phi_{n+1}}}$, $\overline{x_\tau}$)",48,NA,0.0015090142945667561,Trace,-0.0873339657301143
div_then_fold,growth_rate,"($\overline{f_n e^{\phi_{n+1}}}$, $\overline{\alpha}$)",48,NA,-0.007124104752044223,Trace,-0.32649129944246374
div_and_fold,div_and_fold,$\overline{f_n e^{\phi_{n}}}$,48,NA,0.006714089784659043,Trace,1.0
div_and_fold,fold_then_div,"($\overline{f_n e^{\phi_{n}}}$, $\overline{f_{n+1} e^{\phi_n}}$)",48,NA,0.003598213282554501,Trace,0.4283296587335733
div_and_fold,fold_growth,"($\overline{f_n e^{\phi_{n}}}$, $\overline{\phi}$)",48,NA,0.008044753454303473,Trace,0.6902928246568275
div_and_fold,division_ratio,"($\overline{f_n e^{\phi_{n}}}$, $\overline{f}$)",48,NA,-0.008423214750889958,Trace,-0.32546449309500003
div_and_fold,added_length,"($\overline{f_n e^{\phi_{n}}}$, $\overline{\Delta}$)",48,NA,0.004633602219186884,Trace,0.14297670439223034
div_and_fold,generationtime,"($\overline{f_n e^{\phi_{n}}}$, $\overline{\tau}$)",48,NA,0.008355413062362876,Trace,0.3495013205649407
div_and_fold,length_birth,"($\overline{f_n e^{\phi_{n}}}$, $\overline{x_0}$)",48,NA,-0.00642509715740898,Trace,-0.25781973509727163
