dataset,lineage_ID,window_sizes,y_to_regress,best_fit_line,variable,kind
Trace,15.0,[ 5 10 15 20 25 30],"[0.46010186568210193, 0.6727215676173451, 0.8422643003193429, 0.9692647772525063, 1.0541078012986702, 1.148037515115301]",[0.46801787 0.66755002 0.8216702  0.9521496  1.06746436 1.17197653],$r$,dfa (short)
Shuffled,15.0,[ 5 10 15 20 25 30],"[0.4621063168608723, 0.6970291605170317, 0.8965887782660292, 1.047476871100022, 1.113670258521189, 1.2150135853016848]",[0.47417549 0.69169534 0.86264978 1.00899869 1.13940732 1.25837555],$r$,dfa (short)
Trace,16.0,[ 5 10 15 20 25 30 35],"[0.37683511175945655, 0.6050500749806929, 0.6739618113645356, 0.7638561172913064, 0.8297973284173861, 0.8582396053192614, 0.8461227811653071]","[0.4125258  0.55052871 0.65176743 0.73469796 0.80622398 0.86980422
 0.92745682]",$r$,dfa (short)
Shuffled,16.0,[ 5 10 15 20 25 30 35],"[0.4089728111339258, 0.6292623288306466, 0.7913727276449154, 0.9319568222083052, 1.1136299354489156, 1.28841732212014, 1.4253181318401178]","[0.40192557 0.62521203 0.80960079 0.97254347 1.12119494 1.25936789
 1.38939474]",$r$,dfa (short)
Trace,45.0,[ 5 10 15],"[0.46621393410416556, 0.6175051738258192, 0.754822549982843]",[0.46364578 0.62681668 0.74772837],$r$,dfa (short)
Shuffled,45.0,[ 5 10 15],"[0.5518408370560509, 0.717058611111891, 1.0035021600478211]",[0.53673371 0.77306805 0.95699619],$r$,dfa (short)
Trace,46.0,[ 5 10 15],"[0.41096557118880245, 0.6319733523054649, 0.679379009062017]",[0.42230879 0.58702912 0.71174849],$r$,dfa (short)
Shuffled,46.0,[ 5 10 15],"[0.42379759170246917, 0.6405897141395726, 0.8091254238952068]",[0.42431907 0.63845883 0.8108282 ],$r$,dfa (short)
Trace,15.0,[ 5 10 15 20 25 30],"[0.4188823808425353, 0.6921409785449381, 0.8867902655405565, 0.9956630192861023, 1.1190518827578615, 1.2355197937600797]",[0.4381004  0.66163674 0.84208278 0.99923026 1.14105217 1.27174708],$\phi$,dfa (short)
Shuffled,15.0,[ 5 10 15 20 25 30],"[0.4227096297672858, 0.7445384017637836, 0.9761340160946904, 1.0879827862111888, 1.144701207692429, 1.1777253493891855]",[0.46418255 0.69327911 0.87663715 1.0354459  1.17818504 1.30930002],$\phi$,dfa (short)
Trace,16.0,[ 5 10 15 20 25 30 35],"[0.4445342664123702, 0.6730307140114445, 0.7833256061154991, 0.8577285630489719, 0.8907611443465168, 0.9264361697407293, 0.9470039669960184]","[0.48317696 0.62883653 0.73362804 0.81840695 0.89085708 0.95478914
 1.01240942]",$\phi$,dfa (short)
